"lg" "pos1" "pos2" "gene.count"
2 8475000 8549999 2
2 8550000 8624999 5
2 8625000 8699999 9
2 8700000 8774999 1
2 8775000 8849999 3
2 8850000 8924999 5
2 8925000 8999999 1
2 9e+06 9074999 6
2 9075000 9149999 1
2 9150000 9224999 2
2 9225000 9299999 1
2 9300000 9374999 5
2 9375000 9449999 4
2 9525000 9599999 1
2 9675000 9749999 3
2 9750000 9824999 5
2 9825000 9899999 1
2 9900000 9974999 1
2 9975000 10049999 4
2 10050000 10124999 5
2 10125000 10199999 2
2 10200000 10274999 5
2 10350000 10424999 3
2 10425000 10499999 4
2 10500000 10574999 8
2 10575000 10649999 4
2 10725000 10799999 1
2 10950000 11024999 1
2 11025000 11099999 1
2 11100000 11174999 6
2 11175000 11249999 3
2 11250000 11324999 6
2 11325000 11399999 3
2 11400000 11474999 1
2 11475000 11549999 6
2 11550000 11624999 8
2 11625000 11699999 11
2 11700000 11774999 7
2 11775000 11849999 3
2 11850000 11924999 5
2 11925000 11999999 8
2 1.2e+07 12074999 2
2 12075000 12149999 6
2 12225000 12299999 5
2 12450000 12524999 1
2 12525000 12599999 2
2 12600000 12674999 1
2 12675000 12749999 2
2 12750000 12824999 6
2 12825000 12899999 3
2 12900000 12974999 2
2 12975000 13049999 3
2 13350000 13424999 10
2 13425000 13499999 5
2 13500000 13574999 4
2 13575000 13649999 12
2 13650000 13724999 5
2 13725000 13799999 5
2 13800000 13874999 6
2 13875000 13949999 1
2 13950000 14024999 5
2 14025000 14099999 4
2 14175000 14249999 1
2 14250000 14324999 1
2 14400000 14474999 1
2 14475000 14549999 3
2 14550000 14624999 8
2 14625000 14699999 2
2 14700000 14774999 1
2 14925000 14999999 6
2 1.5e+07 15074999 2
2 15075000 15149999 4
2 15150000 15224999 1
2 15225000 15299999 5
2 15300000 15374999 4
2 15375000 15449999 5
2 15450000 15524999 2
2 15525000 15599999 6
2 15600000 15674999 3
2 15675000 15749999 1
2 15750000 15824999 1
2 15900000 15974999 3
2 15975000 16049999 1
2 16125000 16199999 3
2 16275000 16349999 5
2 16350000 16424999 2
2 16425000 16499999 2
2 16500000 16574999 3
2 16650000 16724999 1
2 16725000 16799999 4
2 16800000 16874999 2
2 16875000 16949999 1
2 16950000 17024999 1
2 17175000 17249999 1
2 17250000 17324999 1
2 17325000 17399999 1
2 17400000 17474999 3
2 17550000 17624999 1
2 17700000 17774999 1
2 17775000 17849999 1
2 17850000 17924999 2
2 17925000 17999999 3
2 1.8e+07 18074999 6
2 18300000 18374999 6
2 18375000 18449999 3
2 18450000 18524999 10
2 18525000 18599999 7
2 18600000 18674999 1
2 18675000 18749999 4
2 18750000 18824999 1
2 18825000 18899999 1
2 18900000 18974999 2
2 18975000 19049999 3
2 19050000 19124999 3
2 19125000 19199999 4
2 19275000 19349999 4
2 19350000 19424999 2
2 19500000 19574999 2
2 19575000 19649999 6
2 19650000 19724999 3
2 19725000 19799999 3
2 19875000 19949999 1
2 19950000 20024999 2
2 20025000 20099999 1
2 20100000 20174999 1
2 20250000 20324999 4
2 20400000 20474999 3
2 20475000 20549999 1
2 20550000 20624999 1
2 20625000 20699999 3
2 20700000 20774999 2
2 20775000 20849999 5
2 20850000 20924999 1
2 20925000 20999999 1
2 2.1e+07 21074999 1
2 21075000 21149999 4
2 21150000 21224999 2
2 21225000 21299999 5
2 21300000 21374999 2
2 21375000 21449999 6
2 21450000 21524999 5
2 21525000 21599999 6
2 21600000 21674999 4
2 21675000 21749999 2
2 21750000 21824999 4
2 21825000 21899999 6
2 21900000 21974999 3
2 21975000 22049999 8
2 22050000 22124999 6
2 22125000 22199999 3
2 22200000 22274999 8
2 22275000 22349999 8
2 22350000 22424999 8
2 22425000 22499999 6
2 22500000 22574999 3
2 22575000 22649999 4
2 22650000 22724999 5
2 22725000 22799999 2
2 22800000 22874999 4
2 22875000 22949999 1
2 22950000 23024999 4
2 23025000 23099999 3
2 23100000 23174999 2
2 23175000 23249999 3
2 23250000 23324999 3
3 1 74999 11
3 75000 149999 5
3 150000 224999 4
3 225000 299999 9
3 3e+05 374999 7
3 375000 449999 4
3 450000 524999 5
3 525000 599999 4
3 6e+05 674999 4
3 675000 749999 4
3 750000 824999 1
3 9e+05 974999 4
3 975000 1049999 1
3 1050000 1124999 4
3 1125000 1199999 4
3 1200000 1274999 1
3 1275000 1349999 2
3 1350000 1424999 2
3 1425000 1499999 2
3 1500000 1574999 7
3 1575000 1649999 9
3 1650000 1724999 7
3 1725000 1799999 2
3 1800000 1874999 1
3 1875000 1949999 1
3 1950000 2024999 4
3 2025000 2099999 3
3 2100000 2174999 11
3 2175000 2249999 5
3 2250000 2324999 3
3 2325000 2399999 1
3 2400000 2474999 1
3 2475000 2549999 1
3 2625000 2699999 1
3 2700000 2774999 6
3 2775000 2849999 5
3 2850000 2924999 10
3 2925000 2999999 7
3 3e+06 3074999 1
3 3150000 3224999 2
3 3225000 3299999 3
3 3300000 3374999 1
3 3525000 3599999 1
3 3750000 3824999 1
3 3825000 3899999 2
3 3900000 3974999 5
3 3975000 4049999 3
3 4050000 4124999 1
3 4125000 4199999 1
3 4200000 4274999 4
3 4275000 4349999 1
3 4350000 4424999 5
3 4425000 4499999 2
3 4500000 4574999 1
3 4575000 4649999 2
3 4800000 4874999 2
3 4875000 4949999 2
3 4950000 5024999 6
3 5025000 5099999 5
3 5100000 5174999 7
3 5175000 5249999 3
3 5250000 5324999 3
3 5325000 5399999 6
3 5400000 5474999 5
3 5475000 5549999 2
3 5550000 5624999 3
3 5625000 5699999 3
3 5700000 5774999 1
3 5775000 5849999 1
3 5850000 5924999 7
3 5925000 5999999 5
3 6e+06 6074999 6
3 6075000 6149999 1
3 6150000 6224999 2
3 6225000 6299999 5
3 6300000 6374999 4
3 6375000 6449999 1
3 6450000 6524999 26
3 6525000 6599999 2
3 6600000 6674999 4
3 6675000 6749999 1
3 6750000 6824999 7
3 6825000 6899999 6
3 6900000 6974999 8
3 6975000 7049999 7
3 7050000 7124999 5
3 7125000 7199999 3
3 7200000 7274999 8
3 7275000 7349999 6
3 7350000 7424999 4
3 7425000 7499999 6
3 7500000 7574999 8
3 7575000 7649999 4
3 7650000 7724999 4
3 7725000 7799999 2
3 7875000 7949999 2
3 7950000 8024999 7
3 8025000 8099999 6
3 8100000 8174999 1
3 8175000 8249999 3
3 8250000 8324999 10
3 8325000 8399999 3
3 8400000 8474999 8
3 8475000 8549999 3
3 8550000 8624999 6
3 8625000 8699999 3
3 8700000 8774999 6
3 8775000 8849999 5
3 8850000 8924999 14
3 8925000 8999999 8
3 9e+06 9074999 8
3 9075000 9149999 10
3 9150000 9224999 10
3 9225000 9299999 7
3 9300000 9374999 6
3 9375000 9449999 12
3 9450000 9524999 2
3 9525000 9599999 9
3 9600000 9674999 8
3 9675000 9749999 5
3 9750000 9824999 5
3 9825000 9899999 6
3 9900000 9974999 10
3 9975000 10049999 1
3 10050000 10124999 7
3 10125000 10199999 2
3 10200000 10274999 4
3 10275000 10349999 6
3 10350000 10424999 5
3 10425000 10499999 6
3 10575000 10649999 6
3 10650000 10724999 7
3 10725000 10799999 3
3 10800000 10874999 4
3 10875000 10949999 9
3 10950000 11024999 4
3 11025000 11099999 5
3 11100000 11174999 3
3 11175000 11249999 5
3 11250000 11324999 4
3 11400000 11474999 3
3 11475000 11549999 3
3 11550000 11624999 2
3 11625000 11699999 2
3 11700000 11774999 1
3 11775000 11849999 8
3 1.2e+07 12074999 1
3 12075000 12149999 2
3 12150000 12224999 7
3 12225000 12299999 6
3 12300000 12374999 6
3 12375000 12449999 5
3 12450000 12524999 4
3 12525000 12599999 7
3 12600000 12674999 6
3 12675000 12749999 5
3 12750000 12824999 5
3 12825000 12899999 1
3 12900000 12974999 7
3 12975000 13049999 5
3 13050000 13124999 3
3 13125000 13199999 8
3 13200000 13274999 4
3 13275000 13349999 2
3 13350000 13424999 12
3 13425000 13499999 5
3 13500000 13574999 3
3 13575000 13649999 5
3 13650000 13724999 4
3 13725000 13799999 4
3 13800000 13874999 3
3 13875000 13949999 9
3 13950000 14024999 2
3 14025000 14099999 4
3 14100000 14174999 6
3 14175000 14249999 2
3 14250000 14324999 4
3 14325000 14399999 1
3 14400000 14474999 4
3 14475000 14549999 1
3 14625000 14699999 1
3 14700000 14774999 3
3 14775000 14849999 1
3 14850000 14924999 4
3 14925000 14999999 2
3 1.5e+07 15074999 2
3 15075000 15149999 3
3 15150000 15224999 6
3 15225000 15299999 4
3 15300000 15374999 2
3 15525000 15599999 1
3 15600000 15674999 1
3 15675000 15749999 1
3 15750000 15824999 6
3 15825000 15899999 5
3 15900000 15974999 7
3 15975000 16049999 8
3 16050000 16124999 10
3 16200000 16274999 7
3 16275000 16349999 3
3 16350000 16424999 5
3 16425000 16499999 4
3 16500000 16574999 2
3 16575000 16649999 4
3 16650000 16724999 6
3 16725000 16799999 10
4 1 74999 7
4 75000 149999 5
4 150000 224999 9
4 225000 299999 3
4 3e+05 374999 3
4 450000 524999 1
4 750000 824999 3
4 825000 899999 1
4 9e+05 974999 3
4 975000 1049999 7
4 1050000 1124999 1
4 1125000 1199999 4
4 1275000 1349999 4
4 1350000 1424999 5
4 1425000 1499999 1
4 1500000 1574999 1
4 1725000 1799999 3
4 1875000 1949999 1
4 1950000 2024999 5
4 2025000 2099999 3
4 2175000 2249999 3
4 2250000 2324999 2
4 2325000 2399999 3
4 2400000 2474999 3
4 2550000 2624999 1
4 2625000 2699999 1
4 2700000 2774999 1
4 2775000 2849999 2
4 2850000 2924999 8
4 2925000 2999999 4
4 3e+06 3074999 1
4 3150000 3224999 4
4 3225000 3299999 2
4 3300000 3374999 5
4 3450000 3524999 1
4 3525000 3599999 1
4 3750000 3824999 5
4 3825000 3899999 6
4 3900000 3974999 1
4 3975000 4049999 2
4 4050000 4124999 1
4 4125000 4199999 2
4 4200000 4274999 2
4 4275000 4349999 1
4 4350000 4424999 2
4 4425000 4499999 4
4 4500000 4574999 1
4 4650000 4724999 2
4 4800000 4874999 1
4 4875000 4949999 4
4 4950000 5024999 3
4 5025000 5099999 6
4 5100000 5174999 2
4 5175000 5249999 4
4 5250000 5324999 8
4 5325000 5399999 11
4 5400000 5474999 7
4 5475000 5549999 7
4 5550000 5624999 7
4 5625000 5699999 3
4 5700000 5774999 7
4 5775000 5849999 2
4 5850000 5924999 4
4 6e+06 6074999 2
4 6075000 6149999 4
4 6150000 6224999 6
4 6225000 6299999 3
4 6300000 6374999 3
4 6375000 6449999 8
4 6450000 6524999 4
4 6525000 6599999 1
4 6600000 6674999 11
4 6675000 6749999 7
4 6825000 6899999 1
4 7425000 7499999 8
4 7500000 7574999 2
4 7725000 7799999 1
4 7800000 7874999 3
4 7875000 7949999 4
4 7950000 8024999 2
4 8025000 8099999 6
4 8100000 8174999 2
4 8175000 8249999 10
4 8250000 8324999 7
4 8325000 8399999 6
4 8400000 8474999 1
4 8475000 8549999 1
4 8775000 8849999 1
4 9e+06 9074999 5
4 9075000 9149999 3
4 9150000 9224999 10
4 9225000 9299999 5
4 9300000 9374999 9
4 9375000 9449999 7
4 9450000 9524999 7
4 9525000 9599999 5
4 9675000 9749999 2
4 9750000 9824999 1
4 9825000 9899999 4
4 9900000 9974999 3
4 9975000 10049999 1
4 10050000 10124999 1
4 10125000 10199999 1
4 10200000 10274999 5
4 10275000 10349999 3
4 10425000 10499999 1
4 10500000 10574999 5
4 10575000 10649999 10
4 10650000 10724999 10
4 10725000 10799999 1
4 10800000 10874999 1
4 10875000 10949999 5
4 10950000 11024999 6
4 11025000 11099999 6
4 11175000 11249999 1
4 11250000 11324999 6
4 11325000 11399999 4
4 11400000 11474999 3
4 11475000 11549999 7
4 11550000 11624999 1
4 11625000 11699999 3
4 11700000 11774999 10
4 11775000 11849999 8
4 11850000 11924999 5
4 11925000 11999999 3
4 1.2e+07 12074999 3
4 12075000 12149999 5
4 12150000 12224999 6
4 12225000 12299999 1
4 12300000 12374999 4
4 12375000 12449999 6
4 12450000 12524999 6
4 12600000 12674999 1
4 12675000 12749999 1
4 12750000 12824999 3
4 12825000 12899999 5
4 12900000 12974999 7
4 13125000 13199999 1
4 13200000 13274999 4
4 13275000 13349999 5
4 13350000 13424999 7
4 13425000 13499999 5
4 13500000 13574999 2
4 13800000 13874999 4
4 13875000 13949999 6
4 13950000 14024999 6
4 14025000 14099999 6
4 14100000 14174999 1
4 14175000 14249999 4
4 14250000 14324999 4
4 14325000 14399999 3
4 14400000 14474999 1
4 14475000 14549999 4
4 14550000 14624999 2
4 14850000 14924999 1
4 1.5e+07 15074999 7
4 15075000 15149999 1
4 15150000 15224999 4
4 15225000 15299999 1
4 15300000 15374999 1
4 15450000 15524999 2
4 15525000 15599999 4
4 15600000 15674999 5
4 15675000 15749999 6
4 15750000 15824999 5
4 15825000 15899999 7
4 15900000 15974999 11
4 15975000 16049999 3
4 16050000 16124999 4
4 16125000 16199999 4
4 16200000 16274999 3
4 16275000 16349999 6
4 16350000 16424999 3
4 16425000 16499999 7
4 16500000 16574999 7
4 16575000 16649999 1
4 16650000 16724999 2
4 16725000 16799999 5
4 16950000 17024999 1
4 17400000 17474999 2
4 17625000 17699999 4
4 17700000 17774999 7
4 17775000 17849999 4
4 17850000 17924999 3
4 17925000 17999999 9
4 1.8e+07 18074999 4
4 18150000 18224999 2
4 18300000 18374999 1
4 18375000 18449999 3
4 18450000 18524999 3
4 18525000 18599999 4
4 18600000 18674999 6
4 18675000 18749999 3
4 18750000 18824999 5
4 18825000 18899999 3
4 18975000 19049999 1
4 19125000 19199999 1
4 19200000 19274999 2
4 19275000 19349999 1
4 19500000 19574999 2
4 19575000 19649999 1
4 19650000 19724999 4
4 19725000 19799999 5
4 19800000 19874999 4
4 19875000 19949999 3
4 19950000 20024999 4
4 20025000 20099999 5
4 20175000 20249999 5
4 20325000 20399999 1
4 20550000 20624999 1
4 20625000 20699999 2
4 20700000 20774999 2
4 20775000 20849999 4
4 20850000 20924999 1
4 20925000 20999999 2
4 2.1e+07 21074999 2
4 21075000 21149999 2
4 21150000 21224999 3
4 21225000 21299999 3
4 21300000 21374999 1
4 21450000 21524999 4
4 21525000 21599999 9
4 21600000 21674999 5
4 21675000 21749999 1
4 21750000 21824999 3
4 21825000 21899999 5
4 21900000 21974999 2
4 21975000 22049999 6
4 22050000 22124999 6
4 22125000 22199999 3
4 22200000 22274999 2
4 22275000 22349999 1
4 22350000 22424999 3
4 22425000 22499999 3
4 22500000 22574999 3
4 22575000 22649999 3
4 22650000 22724999 1
4 22725000 22799999 2
4 22800000 22874999 1
4 22875000 22949999 4
4 22950000 23024999 2
4 23025000 23099999 2
4 23100000 23174999 3
4 23175000 23249999 3
4 23325000 23399999 2
4 23400000 23474999 1
4 23550000 23624999 1
4 23625000 23699999 1
4 23700000 23774999 1
4 23775000 23849999 10
4 23850000 23924999 2
4 23925000 23999999 3
4 2.4e+07 24074999 1
4 24075000 24149999 1
4 24150000 24224999 4
4 24225000 24299999 1
4 24300000 24374999 4
4 24375000 24449999 3
4 24450000 24524999 2
4 24525000 24599999 3
4 24600000 24674999 5
4 24675000 24749999 6
4 24750000 24824999 1
4 24825000 24899999 5
4 24900000 24974999 2
4 24975000 25049999 1
4 25050000 25124999 4
4 25275000 25349999 1
4 25350000 25424999 2
4 25425000 25499999 5
4 25500000 25574999 5
4 25575000 25649999 1
4 25650000 25724999 3
4 25725000 25799999 3
4 25800000 25874999 4
4 25875000 25949999 5
4 25950000 26024999 4
4 26025000 26099999 1
4 26100000 26174999 2
4 26175000 26249999 7
4 26250000 26324999 4
4 26325000 26399999 7
4 26400000 26474999 1
4 26550000 26624999 1
4 26625000 26699999 1
4 26775000 26849999 1
4 27075000 27149999 1
4 27225000 27299999 1
4 27300000 27374999 1
4 27525000 27599999 5
4 27600000 27674999 1
4 27675000 27749999 1
4 27750000 27824999 2
4 27825000 27899999 2
4 28125000 28199999 84
4 28275000 28349999 5
4 28350000 28424999 2
4 28425000 28499999 4
4 28500000 28574999 2
4 28575000 28649999 1
4 28650000 28724999 1
4 28725000 28799999 6
4 28800000 28874999 1
4 28875000 28949999 1
4 28950000 29024999 5
4 29025000 29099999 7
4 29100000 29174999 1
4 29325000 29399999 2
4 29475000 29549999 2
4 29550000 29624999 4
4 29625000 29699999 2
4 29700000 29774999 2
4 29775000 29849999 4
4 29850000 29924999 5
4 29925000 29999999 2
4 3e+07 30074999 1
4 30075000 30149999 4
4 30150000 30224999 1
4 30375000 30449999 6
4 30450000 30524999 1
4 30525000 30599999 6
4 30600000 30674999 8
4 30675000 30749999 4
4 30750000 30824999 1
4 30825000 30899999 4
4 30900000 30974999 11
4 30975000 31049999 8
4 31050000 31124999 9
4 31125000 31199999 2
4 31200000 31274999 1
4 31275000 31349999 3
4 31350000 31424999 1
4 31425000 31499999 2
4 31500000 31574999 5
4 31575000 31649999 8
4 31650000 31724999 1
4 31725000 31799999 4
4 31800000 31874999 1
4 31875000 31949999 2
4 31950000 32024999 6
4 32025000 32099999 2
4 32100000 32174999 4
4 32175000 32249999 9
4 32250000 32324999 6
4 32325000 32399999 10
4 32400000 32474999 3
4 32475000 32549999 6
4 32550000 32624999 5
5 1 74999 1
5 75000 149999 6
5 150000 224999 3
5 225000 299999 3
5 3e+05 374999 5
5 375000 449999 1
5 450000 524999 2
5 525000 599999 3
5 6e+05 674999 1
5 675000 749999 4
5 750000 824999 5
5 825000 899999 9
5 9e+05 974999 1
5 975000 1049999 7
5 1050000 1124999 8
5 1125000 1199999 3
5 1200000 1274999 3
5 1275000 1349999 3
5 1350000 1424999 5
5 1425000 1499999 2
5 1500000 1574999 1
5 1575000 1649999 3
5 1650000 1724999 4
5 1725000 1799999 3
5 1800000 1874999 8
5 1875000 1949999 5
5 1950000 2024999 6
5 2025000 2099999 6
5 2100000 2174999 5
5 2175000 2249999 7
5 2250000 2324999 7
5 2325000 2399999 3
5 2400000 2474999 3
5 2475000 2549999 9
5 2550000 2624999 7
5 2625000 2699999 3
5 2700000 2774999 1
