"lg" "pos1" "pos2" "ds"
 1 10023242 10032346 0.849974666666667
 1 10034861 10065615 0.769156666666667
 1 10068110 10069294 0.788228833333333
 1 10082472 10129799 0.781740166666667
 1 10085122 10099776 0.824594333333333
 1 10141668 10151287 1.273591
 1 10152497 10153833 0.898265333333333
 1 10156433 10188462 0.828519625
 1 10309588 10310505 1.530395
 1 10325442 10326592 1.084849
 1 10334339 10336553 1.06692922222222
 1 10346343 10357776 0.848528333333333
 1 10371470 10377252 0.8174275
 1 10382050 10383467 1.261102
 1 10418719 10449009 0.427438
 1 10467941 10468882 0.809140333333333
 1 10482547 10483960 0.55987
 1 10532235 10547311 0.83947
 1 10550729 10557761 0.886517666666667
 1 10570526 10590911 0.518118
 1 10608295 10610782 0.556986
 1 10616415 10619562 0.952188
 1 10632108 10642894 0.899811
 1 10662034 10664005 0.7617885
 1 10669725 10679968 1.29585
 1 10757791 10764221 0.946414833333333
 1 10768786 10772659 0.658832
 1 10774820 10795119 0.696084166666667
 1 10817514 10820092 0.642649666666667
 1 10821596 10839292 0.8618075
 1 10845514 10849861 1.110944
 1 10853645 10858434 0.812300333333333
 1 10881353 10910999 0.894351833333333
 1 10940398 10945182 0.712014666666667
 1 10950224 10963455 0.569206666666667
 1 10966797 10979564 0.8779365
 1 10981250 10983032 1.33309466666667
 1 10994032 10995020 0.936344333333333
 1 11000782 11031400 0.5863545
 1 11074344 11082049 0.888147333333333
 1 11082786 11086691 0.868551
 1 11088226 11089320 1.05862166666667
 1 11091174 11094809 0.707586
 1 11096788 11105500 0.885652
 1 11163129 11180511 0.7550675
 1 11198442 11224026 0.619063666666667
 1 11344900 11377049 0.739857
 1 11382603 11397630 0.806106333333333
 1 11407005 11410700 0.618838333333333
 1 11411194 11412785 1.038896
 1 11413542 11421148 0.562807
 1 11429258 11431685 0.884991333333333
 1 11437194 11441747 0.915202
 1 11579509 11582578 0.698768666666667
 1 11585569 11592485 0.658790333333333
 1 11597447 11601747 0.965299333333333
 1 11607936 11614465 0.869632666666667
 1 11619039 11627018 0.960940666666667
 1 11640870 11642747 0.798168
 1 11730923 11773953 0.647338833333333
 1 11878414 11880168 1.03256833333333
 1 11905446 11926297 0.971404166666667
 1 11932289 11952652 1.09730233333333
 1 11947087 11952687 0.86834125
 1 11957907 11963310 0.800955333333333
 1 11984518 12024604 0.846585
 1 12038391 12056617 0.870852666666667
 1 12057660 12059555 1.277955
 1 12060329 12102661 0.760376166666667
 1 12103464 12105300 0.853669333333333
 1 12105804 12108532 1.10477366666667
 1 12109430 12123883 0.87804
 1 12131921 12135012 0.691364
 1 12137798 12140034 1.0847365
 1 12164586 12177430 0.759630666666667
 1 12185852 12213917 0.810334
 1 12229512 12238657 0.758264
 1 12266909 12293259 0.7248025
 1 12296024 12304235 0.721321333333333
 1 12310292 12314107 0.947343
 1 12317367 12322274 0.832642666666667
 1 12328410 12330059 1.12636666666667
 1 12337225 12341398 1.03239683333333
 1 12344725 12345833 0.8978155
 1 12361944 12367073 0.740982666666667
 1 12372780 12375187 0.931224333333333
 1 12379163 12390950 0.814212333333333
 1 12392909 12401984 0.843307777777778
 1 12463776 12466145 0.761008333333333
 1 12470211 12493888 0.931127833333333
 1 12515292 12518978 1.6355285
 1 12522462 12525280 0.946479333333333
 1 12527100 12538711 0.706376333333333
 1 12542061 12547334 0.853318
 1 12863342 12992642 0.618145
 1 13131167 13136492 0.8728645
 1 13139185 13152967 0.874579444444444
 1 13157633 13159736 0.819620666666667
 1 13160216 13163609 0.759804333333333
 1 13163992 13165636 1.06965333333333
 1 13168649 13169584 2.0765845
 1 13172044 13172976 1.473798
 1 13204979 13206656 1.00672
 1 13241318 13249541 0.7488325
 1 13250718 13294874 0.796656
 1 13316994 13352960 0.671426
 1 13362884 13366744 0.924888666666667
 1 13368759 13370756 0.660122333333333
 1 13373946 13379328 0.713463888888889
 1 13380654 13383857 0.963517
 1 13419186 13440418 0.877069166666667
 1 13479008 13605192 0.633974
 1 13608626 13619086 0.662056
 1 13626289 13631703 0.80308225
 1 13650351 13660833 0.94802975
 1 13663942 13670074 0.713160833333333
 1 13679903 13723606 0.782827
 1 13725256 13739469 0.8479055
 1 13751016 13754770 0.678955666666667
 1 13774012 13834603 0.777609
 1 13853852 13865874 0.732012
 1 13867972 13874416 0.775025333333333
 1 13903005 13923358 0.8839885
 1 13926650 13927339 0.924043333333333
 1 13928378 13929303 0.963656333333333
 1 13930653 13932718 1.263998
 1 13933064 13934086 0.872782
 1 13943750 13956004 0.717712666666667
 1 13962476 13965574 0.741193333333333
 1 13966627 13971727 0.819397666666667
 1 13971864 13974620 0.582154333333333
 1 13985038 14007301 0.456837
 1 14115348 14175530 0.763088
 1 14181462 14190981 0.969046166666667
 1 14207318 14211154 0.766078666666667
 1 14213403 14216706 0.716023
 1 14261590 14279139 0.976964333333333
 1 14281680 14316590 0.592651666666667
 1 14322123 14326363 0.9090305
 1 14341623 14343831 1.072284
 1 14352147 14358752 0.728395666666667
 1 14404812 14405267 0.903254666666667
 1 14450640 14453223 0.701353333333333
 1 14454279 14459159 1.612582
 1 14461065 14463469 0.824282555555556
 1 14468095 14471454 0.326959
 1 14472720 14482140 0.764943166666667
 1 14485714 14486646 0.672389
 1 14585614 14684838 0.717816
 1 14698655 14704587 0.758680583333333
 1 14705632 14731422 0.833371
 1 14736944 14767457 0.7876695
 1 14774869 14796093 0.62875675
 1 14805098 14807616 1.246131
 1 14810368 14815632 0.795570166666667
 1 14817967 14822383 0.8855205
 1 14826603 14868822 0.641059333333333
 1 14891787 14942346 0.746348333333333
 1 15017031 15021116 0.931363
 1 15122826 15142825 1.08117633333333
 1 15361610 15367788 1.01704333333333
 1 15372490 15379424 0.584355
 1 15382050 15384483 1.233318
 1 15424209 15453953 0.932234333333333
 1 15505384 15514157 1.00084633333333
 1 15646519 15668010 0.898884666666667
 1 15672536 15680581 1.04412666666667
 1 15706210 15715084 0.842782
 1 15719846 15727802 1.249301
 1 15743759 15755499 0.939237
 1 15767604 15774311 1.028425
 1 15780868 15792802 0.901810166666667
 1 15798118 15806559 0.885067
 1 15826511 15827395 1.17304633333333
 1 15831154 15878109 0.902823333333333
 1 15879237 15887904 1.02902433333333
 1 15889642 15897725 0.767538333333333
 1 15913134 15919082 0.653306333333333
 1 15921096 15952634 0.809633444444444
 1 15973538 15990322 2.373199
 1 15990433 15991667 1.65373
 1 15998209 16046758 0.784927
 1 16058124 16061240 0.827984
 1 16062777 16064381 1.237003
 1 16067036 16075005 0.820813
 1 16078942 16083394 0.994847
 1 16094778 16096616 1.141025
 1 16097383 16106309 1.27565333333333
 1 16133913 16139631 1.11069933333333
 1 16176222 16179190 1.08313233333333
 1 16186114 16187583 0.863904666666667
 1 16188037 16190181 1.148557
 1 16234489 16289718 0.835435
 1 16310314 16315449 1.176875
 1 16354945 16372843 0.735107
 1 16375170 16378490 1.031786
 1 16395986 16427776 0.857880666666667
 1 16449768 16492104 1.00770966666667
 1 16493304 16495346 1.03488833333333
 1 16496808 16497485 1.051223
 1 16498882 16499517 1.41944866666667
 1 16501605 16502264 0.8143245
 1 16509198 16509953 1.55836366666667
 1 16513411 16514115 1.473722
 1 16515331 16515954 1.588858
 1 16522193 16522861 1.11950033333333
 1 16525457 16526280 1.003148
 1 16528308 16530918 1.1760925
 1 16536321 16540745 1.307821
 1 16542876 16548242 0.759468
 1 16562955 16573908 1.062993
 1 16576953 16584352 0.749153833333333
 1 16595513 16598781 1.0774835
 1 16606546 16623739 0.820871333333333
 1 16625851 16630830 1.40492983333333
 1 16633944 16692160 0.861137666666667
 1 16700644 16706717 0.768849666666667
 1 16701544 16718918 1.06956166666667
 1 16727855 16729262 0.873050333333333
 1 16764389 16767536 0.839095666666667
 1 16769630 16772481 0.826549666666667
 1 16785915 16789550 0.752102333333333
 1 16793962 16802662 0.842883666666667
 1 16804582 16810061 1.05617366666667
 1 16812810 16814978 1.2133315
 1 16814780 16818616 0.845391666666667
 1 16824225 16826612 0.714316
 1 16829510 16836108 0.941165
 1 16837280 16849253 0.976732666666667
 1 16989648 17008533 1.12447166666667
 1 17010466 17013973 0.997675333333333
 1 17017604 17044023 0.913705666666667
 1 17045793 17052316 1.11863366666667
 1 17056363 17069500 1.05325366666667
 1 17074932 17080594 1.3532205
 1 17095491 17096499 1.155287
 1 17097009 17103753 1.10612316666667
 1 17103971 17106051 1.72078466666667
 1 17134277 17138229 0.9036575
 1 17158618 17164412 0.7909885
 1 17190572 17203200 0.751454333333333
 1 17220794 17235906 0.65319
 1 17244095 17279920 0.787585
 1 17297365 17319204 0.900909333333333
 1 17304763 17306616 2.24640466666667
 1 17328898 17335627 0.731957666666667
 1 17339977 17353767 0.748529
 1 17354759 17360193 1.01703233333333
 1 17361220 17368296 1.02927633333333
 1 17372058 17374448 0.8435625
 1 17421594 17432568 0.777961333333333
 1 17441564 17442599 1.25820033333333
 1 17460083 17461114 1.783094
 1 17486314 17489413 0.961567333333333
 1 17961864 17997082 1.143428
 1 18030988 18035561 1.60984933333333
 1 18038142 18045304 1.13792033333333
 1 18046339 18053773 1.32029466666667
 1 18057351 18069855 1.13157333333333
 1 18202269 18211098 0.849971666666667
 1 18222614 18246262 1.3966475
 1 18256028 18272665 1.050008
 1 18319233 18344607 0.874434555555556
 1 18354700 18360611 0.591774
 1 18366942 18373977 0.8439645
 1 18381599 18387921 0.895985833333333
 1 18441588 18479552 0.831201333333333
 1 18485274 18493729 0.640237
 1 18501183 18506137 0.764152666666667
 1 18508123 18537196 0.990225
 1 18569315 18583747 0.721717
 1 18603469 18610367 0.475012
 1 18620444 18879930 0.680010222222222
 1 19052997 19058782 0.729909666666667
 1 19297008 19297526 0.710886
 1 19488019 19498872 0.898134333333333
 1 19518329 19523773 0.6968265
 1 19560309 19576350 0.887593
 1 19581479 19591703 0.818013
 1 19598761 19625911 0.710483
 1 19630729 19638360 1.45543344444444
 1 19641380 19732071 1.129994
 1 19812109 19819985 0.619858
 1 19955143 19959403 0.751659
 1 19964369 19967809 1.3840305
 1 19969807 19974985 0.900897666666667
 1 19975904 19978237 1.090871
 1 19979177 19981249 0.873825666666667
 1 19993992 20006809 0.993477333333333
 1 20034067 20040380 0.9556025
 1 20042715 20044834 0.7654345
 1 20052093 20057111 0.747201333333333
 1 20057321 20063416 0.954282
 1 20067344 20070336 0.9805055
 1 20095231 20137403 1.09324
 1 20139946 20147736 1.10245466666667
 1 20161038 20166961 1.1826555
 1 20168495 20203699 0.855617666666667
 1 20205970 20208253 1.20740416666667
 1 20209974 20218623 0.988047833333333
 1 20223227 20244542 1.01395033333333
 1 20246525 20285914 1.18966733333333
 1 20419903 20443357 0.872522666666667
 1 20491288 20509048 1.134038
 1 20572457 20573443 1.889633
 1 20602952 20606237 1.26228933333333
 1 20619109 20637396 0.719712333333333
 1 20640584 20644716 1.27417
 1 20645156 20648034 1.69640666666667
 1 20650243 20664694 1.47899733333333
 1 20677350 20685753 1.16699366666667
 1 20690078 20692220 1.48242825
 1 20696731 20717429 0.888570666666667
 1 20717715 20732805 0.970494666666667
 1 20734644 20740864 0.921419
 1 20742013 20745030 0.886931
 1 20745440 20751111 0.983374333333333
 1 20754740 20776982 1.106342
 1 20793942 20794313 1.00522533333333
 1 20839285 20841300 0.835103
 1 20841697 20844165 0.881213666666667
 1 20844310 20873790 0.971066833333333
 1 20879251 20887927 2.248748
 1 20905366 20911739 0.920217
 1 20916163 20919542 0.701151666666667
 1 20921581 20927516 0.925257833333333
 1 20930601 20933953 1.13529766666667
 1 20956431 20959231 1.37516733333333
 1 20962287 20981237 0.437532333333333
 1 21005102 21016637 1.40683633333333
 1 21028485 21034777 1.0063725
 1 21037368 21043291 1.39650366666667
 1 21044653 21051780 1.182214
 1 21055709 21059805 0.890690333333333
 1 21063176 21092565 0.8458475
 1 21099552 21104133 0.990757666666667
 1 21107165 21109592 0.996465666666667
 1 21140858 21150515 0.752286333333333
 1 21155272 21181371 0.810960333333333
 1 21184053 21189564 1.375547
 1 21388343 21434933 0.949500444444444
 1 21473205 21475291 1.0962955
 1 21491546 21492836 1.05675625
 1 21583240 21588042 1.00024133333333
 1 21589378 21596657 0.670948333333333
 1 21600545 21614802 1.45433166666667
 1 21620622 21621984 1.30344933333333
 1 21624062 21625496 1.061997
 1 21630258 21663404 0.913449666666667
 1 21665938 21670669 0.897148666666667
 1 21677574 21684080 1.019865
 1 21699651 21730178 0.88467
 1 21760544 21783366 1.12033933333333
 1 21856731 21858543 0.775227
 1 21861214 21861551 1.2527315
 1 21867888 21896675 0.8911335
 1 21913742 21915030 1.081206
 1 21932962 21935790 0.719102333333333
 1 21946843 21950061 1.29265133333333
 1 21953044 21958260 0.903655333333333
 1 21958545 21961593 0.866951333333333
 1 21961734 21977124 0.729521333333333
 1 21995013 22014777 1.216762
 1 22046513 22065408 1.089139
 1 22087211 22100621 0.942962333333333
 1 22111889 22114279 1.07021233333333
 1 22116777 22119346 2.065072
 1 22121776 22122533 1.5937955
 1 22123043 22127106 0.992788555555556
 1 22128101 22134259 1.08922166666667
 1 22159095 22160780 0.9610045
 1 22161642 22164775 1.857245
 1 22173389 22174626 1.158358
 1 22182579 22188123 1.78780783333333
 1 22187222 22190408 1.63591066666667
 1 22191538 22192485 1.628723
 1 22196346 22201489 0.762029333333333
 1 22217340 22232358 0.780181666666667
 1 22265272 22268146 1.84370366666667
 1 22269225 22284819 0.716335666666667
 1 22290567 22292416 2.601889
 1 22354399 22357117 1.07813533333333
 1 22365015 22396113 2.24276175
 1 22397705 22403312 0.8564045
 1 22423778 22427183 0.85243
 1 22442106 22445698 1.02663
 1 22455524 22456409 1.45790166666667
 1 22458702 22460615 0.957841
 1 22501384 22526888 0.8140805
 1 22537218 22539343 0.930471333333333
 1 22543148 22546037 1.23812933333333
 1 22618498 22686322 0.839978
 1 22715912 22720301 1.16708366666667
 1 22725532 22729041 1.395287
 1 22757567 22764502 0.798924333333333
 1 22767072 22796931 0.942151333333333
 1 22816729 22830124 0.568696166666667
 1 22834627 22844500 1.12278833333333
 1 22863134 22868230 0.817230666666667
 1 22868899 22870381 0.837732
 1 22892865 22895068 0.744781
 1 22896081 22901490 0.70648525
 1 22902565 22904301 0.5303765
 1 22915307 22917724 1.6613505
 1 22919039 22927647 0.9200555
 1 22930497 22943245 0.899955333333333
 1 22995591 22996655 0.869338333333333
