pop1	ecotype1	pop2	ecotype2	geography	ecology	intercept	recomb_rate	ds	gene_count	linear_model_warning	n_windows_dxy	n_windows_fst	group	reg1	reg2	geography2	group2
cr	stream	misty	stream	allo	S	0.0016616282560794	5.48543388102842e-05	0.000453043491434291	-2.59519779504641e-05	NA	691	2347	allo_S	or	bc	allo	allo_S
cr	stream	ms	marine	allo	D	0.00159108630994778	7.53444557035883e-05	0.000506387152838884	-1.79279197114645e-05	NA	930	2659	allo_D	or	or	para	para_D
cr	stream	mud	lake	allo	D	0.00234746892390429	4.36740742974529e-05	0.000208599950547249	-5.40280146552552e-05	NA	131	1774	allo_D	or	al	allo	allo_D
cr	stream	pcr	lake	allo	D	0.00178525867740423	3.73621356279757e-05	0.000283336501315908	2.50061390990332e-06	NA	1597	2983	allo_D	or	or	para	para_D
cr	stream	pl	lake	allo	D	0.0022160913670564	6.0003498902346e-07	8.71671915091396e-05	-5.0345298238702e-05	NA	930	1322	allo_D	or	or	para	para_D
cr	stream	rab	marine	allo	D	0.0028841486513655	0.000103444115640768	-8.93401064527496e-05	-6.41310593268361e-05	NA	1	618	allo_D	or	al	allo	allo_D
cr	stream	rb	stream	allo	S	0.0022347315658376	2.83274544265331e-05	0.000315935158989387	-3.73958208424886e-05	NA	969	2470	allo_S	or	or	para	para_S
cr	stream	res	marine	allo	D	0.00193084772119663	5.35165595413849e-05	0.000550224301254566	-4.61106808266249e-05	NA	90	1579	allo_D	or	al	allo	allo_D
cr	stream	roberts	lake	allo	D	0.00182581109993477	3.87503409400849e-05	0.000446066497026634	-1.96996063773361e-05	NA	688	2446	allo_D	or	bc	allo	allo_D
cr	stream	roberts	stream	allo	S	0.00178146910140856	2.90815165684152e-05	0.000330823636225763	-2.16691371776423e-05	NA	668	2331	allo_S	or	bc	allo	allo_S
cr	stream	sj	marine	allo	D	0.00167405114041637	4.54024534914499e-05	0.000425877505163945	-5.22833301182745e-07	NA	1593	2994	allo_D	or	or	para	para_D
cr	stream	sk	marine	allo	D	0.00200962991383079	0.000196662263058478	0.000950810377916019	1.37627056157884e-05	NA	1	331	allo_D	or	ns	allo	allo_D
cr	stream	sr	marine	allo	D	0.00218194069924658	0.00011928136159964	0.000750463835414947	6.49538492836854e-05	NA	1	369	allo_D	or	ns	allo	allo_D
cr	stream	sr	white	allo	D	0.00211593279476266	0.000130771083287916	0.000719677962427824	4.06444746266951e-05	NA	3	414	allo_D	or	ns	allo	allo_D
cr	stream	stl	lake	allo	D	0.00233080977617968	7.67660008335874e-06	0.000203609659500223	-6.33348354717603e-05	NA	1011	1420	allo_D	or	or	para	para_D
cr	stream	wc	stream	allo	S	0.00180359085959788	3.28016398787939e-05	0.000340055341933793	-4.7346490509756e-06	NA	1579	2903	allo_S	or	or	para	para_S
cs	marine	al	marine	allo	S	0.0043582658253407	9.48003200727587e-05	0.000412020419751877	-1.9074855047435e-05	NA	1	553	allo_S	or	ns	allo	allo_S
cs	marine	bea	lake	allo	D	0.00351621309483793	1.89493231505603e-05	0.000218933196934206	-5.80796901487392e-05	NA	125	1934	allo_D	or	al	allo	allo_D
cs	marine	boot	lake	allo	D	0.00288525166223537	1.7055317739711e-05	0.000182156385229616	-2.75475256012548e-05	NA	729	2515	allo_D	or	bc	allo	allo_D
cs	marine	boot	stream	allo	D	0.00265549442904697	2.03901679594127e-05	0.000302676095818916	-3.6838027381405e-05	NA	575	2475	allo_D	or	bc	allo	allo_D
cs	marine	cl	marine	allo	S	0.00395879910512185	8.96359240982118e-05	0.00121004814821899	-4.83701703066402e-05	NA	1	367	allo_S	or	ns	allo	allo_S
cs	marine	cl	white	allo	D	0.00435302006166077	8.39506401949508e-05	0.000632102348051649	-3.99715684438171e-05	NA	4	550	allo_D	or	ns	allo	allo_D
cs	marine	constance	lake	allo	D	0.0023059140898512	1.85318481505884e-05	0.000223932584837894	-1.90086743150209e-05	NA	739	2533	allo_D	or	sl	allo	allo_D
cs	marine	constance	stream	allo	D	0.00245138586213061	1.22057805815242e-05	0.00018429515722154	-2.70544181799598e-05	NA	758	2543	allo_D	or	sl	allo	allo_D
cs	marine	cp	marine	allo	S	0.00451350162975411	6.69978874506567e-05	-0.000190287646123754	-3.73420937034654e-05	NA	11	840	allo_S	or	ns	allo	allo_S
cs	marine	denmark	marine	allo	S	0.00205723375496297	8.62323476889361e-05	0.000477899268362997	1.34456650455083e-05	NA	163	1721	allo_S	or	ne	allo	allo_S
cs	marine	geneva	lake	allo	D	0.00245414772850051	3.69317996735016e-06	0.00012366237001705	-2.24821292017244e-05	NA	738	2515	allo_D	or	sl	allo	allo_D
cs	marine	geneva	stream	allo	D	0.00234177664917044	7.37170595940699e-06	0.000169277421831249	-2.36147992090593e-05	NA	754	2519	allo_D	or	sl	allo	allo_D
cs	marine	hadsten	lake	allo	D	0.00219298074284435	2.56068608400856e-05	0.000345263015883483	5.51196155433117e-07	NA	1008	2865	allo_D	or	ne	allo	allo_D
cs	marine	hald	lake	allo	D	0.00222109527330629	4.02851416284293e-05	0.00045974197393745	-1.04067870944006e-06	NA	1036	2878	allo_D	or	ne	allo	allo_D
cs	marine	japan	japansea	allo	D	0.00133528612155664	5.42513109736816e-05	0.000286269533996412	2.87159081014449e-05	NA	1887	3470	allo_D	or	jp	allo	allo_D
cs	marine	japan	marine	allo	S	0.00208724888468397	7.74200734638941e-05	0.00047483698957668	1.12159044829469e-05	NA	1873	3150	allo_S	or	jp	allo	allo_S
cs	marine	joes	lake	allo	D	0.00284472087813946	-8.25830196939484e-06	0.000100741868948265	-1.73838940309013e-05	NA	729	2522	allo_D	or	bc	allo	allo_D
cs	marine	joes	stream	allo	D	0.00294399700501195	-1.03263136205299e-05	1.98855380391523e-05	-2.00644588945557e-05	NA	681	2496	allo_D	or	bc	allo	allo_D
cs	marine	litcampbell	marine	allo	S	0.00996784887032574	1.4140069513732e-05	-0.00324319289013288	-0.000303216752214088	NA	7	143	allo_S	or	bc	allo	allo_S
cs	marine	ln	marine	allo	S	0.00528461117837824	0.000136180292827688	-0.000777308395387253	-3.88961422841549e-05	NA	6	651	allo_S	or	ns	allo	allo_S
cs	marine	mariager	marine	allo	S	0.00232508782632103	4.70003220176023e-05	0.000466908202304142	1.77616539584684e-06	NA	999	2840	allo_S	or	ne	allo	allo_S
cs	marine	mh	marine	allo	S	0.00319724495514541	0.000146401804032786	0.00239119217401826	6.44649416826423e-05	NA	1	286	allo_S	or	ns	allo	allo_S
cs	marine	mh	white	allo	D	0.00427950096762538	4.16843621773692e-05	0.00231426904689417	-8.35737355395685e-05	NA	0	205	allo_D	or	ns	allo	allo_D
cs	marine	misty	lake	allo	D	0.00296784021275595	2.67215796386008e-05	0.000364747378782731	-2.17498061398039e-05	NA	791	2576	allo_D	or	bc	allo	allo_D
cs	marine	misty	stream	allo	D	0.00312980982056429	2.74275164053232e-05	0.000304036579724384	-3.71909322635197e-05	NA	784	2568	allo_D	or	bc	allo	allo_D
cs	marine	ms	marine	allo	S	0.00324932930719648	4.15037708802095e-05	0.00027770768201321	-2.25249719102469e-05	NA	1051	2667	allo_S	or	or	para	para_S
cs	marine	mud	lake	allo	D	0.00362919066458691	2.77400819840512e-05	0.00014000240120364	-7.72048182841132e-05	NA	162	2028	allo_D	or	al	allo	allo_D
cs	marine	pcr	lake	allo	D	0.00312574418687454	2.37183442361714e-05	0.000243275058384692	5.06840337446741e-06	NA	1776	2981	allo_D	or	or	para	para_D
cs	marine	pl	lake	allo	D	0.0015372700708487	5.07173630497904e-05	0.000394293439026971	-1.88181629998733e-06	NA	1590	2966	allo_D	or	or	para	para_D
cs	marine	rab	marine	allo	S	0.00442371189914393	4.49158382108241e-05	0.000155003390152958	-0.000129152986290755	NA	1	790	allo_S	or	al	allo	allo_S
cs	marine	rb	stream	allo	D	0.0031555578164084	9.54161721832885e-06	0.000170282697537442	-1.58493381546626e-05	NA	1081	2787	allo_D	or	or	para	para_D
cs	marine	res	marine	allo	S	0.00358899560855779	2.34655467936581e-05	0.000298806415775334	-7.75526750679998e-05	NA	109	1820	allo_S	or	al	allo	allo_S
cs	marine	roberts	lake	allo	D	0.00324748201679482	1.87695573664787e-05	0.000305248573132854	-1.6842188583115e-05	NA	795	2578	allo_D	or	bc	allo	allo_D
cs	marine	roberts	stream	allo	D	0.00317082230297839	1.02194570366872e-05	0.000200305782664023	-2.67469206938034e-05	NA	759	2557	allo_D	or	bc	allo	allo_D
cs	marine	sj	marine	para	S	0.00317610333849531	3.05505309377859e-05	0.000340254066293837	2.43216497748643e-06	NA	1837	3011	para_S	or	or	para	para_S
cs	marine	sk	marine	allo	S	0.00460895076390105	7.57886103163726e-05	0.000820462568826332	-9.72481376799472e-05	NA	1	447	allo_S	or	ns	allo	allo_S
cs	marine	sr	marine	allo	S	0.00452799348496918	7.19872828591376e-05	0.000470729531989144	-2.71612847097413e-05	NA	1	482	allo_S	or	ns	allo	allo_S
cs	marine	sr	white	allo	D	0.00430606720956412	0.000121670232000209	0.000216125487438276	-2.99395829111398e-05	NA	4	567	allo_D	or	ns	allo	allo_D
cs	marine	stl	lake	allo	D	0.00158922865742149	5.97119217113353e-05	0.000457950965299433	-2.06092835456661e-06	NA	1625	2981	allo_D	or	or	para	para_D
cs	marine	wc	stream	allo	D	0.00312347803101364	1.66984566724904e-05	0.000292237704574733	8.04757068519027e-06	NA	1735	2948	allo_D	or	or	para	para_D
denmark	marine	al	marine	allo	S	0.00110875002796049	5.16570803190179e-05	0.000718703312822015	-3.60108434757415e-06	NA	1402	2158	allo_S	ne	ns	allo	allo_S
denmark	marine	boot	lake	allo	D	0.0020297892865588	0.000124189289703828	0.000506346562498185	-2.6527339070156e-05	NA	23	794	allo_D	ne	bc	allo	allo_D
denmark	marine	boot	stream	allo	D	0.00199906932410516	8.56708940991548e-05	0.000681429128027333	-3.09932088161098e-05	NA	24	859	allo_D	ne	bc	allo	allo_D
denmark	marine	cl	marine	allo	S	0.0010910997685729	5.12341501846068e-05	0.000896858648444535	6.39096875705522e-06	NA	930	1842	allo_S	ne	ns	allo	allo_S
denmark	marine	cl	white	allo	D	0.00108432141738643	5.00879337480431e-05	0.000721915088230712	-3.64093576811519e-06	NA	1434	2220	allo_D	ne	ns	allo	allo_D
denmark	marine	constance	lake	allo	D	0.00314444120739416	7.60409497314395e-05	0.000420217849387535	-9.35934332477314e-05	NA	16	509	allo_D	ne	sl	allo	allo_D
denmark	marine	constance	stream	allo	D	0.00278713817245258	8.28767863821291e-05	0.000676791061701235	-4.42406537951171e-05	NA	16	544	allo_D	ne	sl	allo	allo_D
denmark	marine	cp	marine	allo	S	0.00107667725515391	4.24530698477968e-05	0.000567170571564293	-2.18004004496008e-06	NA	2046	2599	allo_S	ne	ns	allo	allo_S
denmark	marine	geneva	lake	allo	D	0.00286480909790238	6.06525639878937e-05	0.000549906423302175	-4.48921508203339e-05	NA	20	486	allo_D	ne	sl	allo	allo_D
denmark	marine	geneva	stream	allo	D	0.00309383873217727	6.13492985400835e-05	0.000286249248044585	-7.33168297598177e-05	NA	18	459	allo_D	ne	sl	allo	allo_D
denmark	marine	joes	lake	allo	D	0.00236946630742712	9.36222834524432e-05	0.000201337621551493	-2.59483332680242e-05	NA	32	814	allo_D	ne	bc	allo	allo_D
denmark	marine	joes	stream	allo	D	0.00228532089478163	9.01643796304073e-05	0.000417749790364016	-2.44460859201697e-05	NA	29	845	allo_D	ne	bc	allo	allo_D
denmark	marine	litcampbell	marine	allo	S	0.00894525915870699	0.000144283878888703	-0.00215510329748695	-0.000340524385913235	NA	6	86	allo_S	ne	bc	allo	allo_S
denmark	marine	ln	marine	allo	S	0.00111322832766805	4.22961099468559e-05	0.000673481943296546	-1.00874466732821e-05	NA	1641	2333	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	marine	allo	S	0.0012507247260238	5.2340504347245e-05	0.000953120501190057	-1.44607746401984e-05	NA	693	1545	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	white	allo	D	0.000962959249152689	2.28415769029537e-05	0.00156046031901329	-1.62278786733286e-05	NA	403	1219	allo_D	ne	ns	allo	allo_D
denmark	marine	misty	lake	allo	D	0.00191490584459334	9.47787736755266e-05	0.000951622898166947	-3.13871486116589e-05	NA	33	1008	allo_D	ne	bc	allo	allo_D
denmark	marine	misty	stream	allo	D	0.00204226265808933	0.00012339650811191	0.000745080028342194	-2.04280354614352e-05	NA	32	1038	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	lake	allo	D	0.0021864124917981	0.000105539205291928	0.000770847653808183	-1.58700825294679e-05	NA	33	1105	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	stream	allo	D	0.00232549606146402	8.89521731314347e-05	0.000576031620910732	-1.88526757357759e-05	NA	33	1011	allo_D	ne	bc	allo	allo_D
denmark	marine	sk	marine	allo	S	0.00128674809918392	5.40277270277657e-05	0.000627007310600092	-7.29638026816714e-06	NA	1095	1925	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	marine	allo	S	0.00123980130029722	5.22816169767071e-05	0.000722723897519067	-1.57281121166916e-05	NA	1211	2056	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	white	allo	D	0.000985258787830303	4.12236939569759e-05	0.000832244073509537	-8.34958775505023e-07	NA	1452	2245	allo_D	ne	ns	allo	allo_D
geneva	lake	al	marine	allo	D	0.006170957558342	-2.14767280946254e-05	-0.000316061126077505	-3.24650762719541e-05	NA	0	141	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	marine	allo	D	0.00650593761061447	-4.06895846067807e-05	-0.000778146510187452	0.000231473967058821	NA	0	85	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	white	allo	D	0.00697802627733195	-5.96680020613738e-05	-0.000613042241804598	-3.62739234144318e-05	NA	0	141	allo_D	sl	ns	allo	allo_D
geneva	lake	cp	marine	allo	D	0.00609639566838208	-1.67758815283939e-05	-0.00107186661290887	-7.62597606604158e-05	NA	1	259	allo_D	sl	ns	allo	allo_D
geneva	lake	geneva	stream	para	D	0.00298622823039361	-4.17068108406398e-05	-0.000139601115768769	-7.00164092469533e-05	NA	470	909	para_D	sl	sl	para	para_D
geneva	lake	joes	lake	allo	S	0.00188174635819105	-2.44613477907019e-05	-4.89325721241865e-05	-3.34615315285991e-05	NA	741	1887	allo_S	sl	bc	allo	allo_S
geneva	lake	joes	stream	allo	D	0.00198788233299032	-2.78037425039474e-05	-0.00010111710417786	-4.05243533492433e-05	NA	706	1859	allo_D	sl	bc	allo	allo_D
geneva	lake	ln	marine	allo	D	0.0070704238023918	-3.39769658040386e-06	-0.00203101485085586	6.27851076930119e-05	NA	0	157	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	marine	allo	D	0.00349086415089292	-2.6834687331226e-05	0.00217149482942449	0.000429277878352511	NA	0	65	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	white	allo	D	0.0050285111152984	-0.00019965746367839	0.00176664481043964	0.000540510849287659	NA	0	43	allo_D	sl	ns	allo	allo_D
geneva	lake	misty	lake	allo	S	0.00194740847274285	-1.58329455883833e-06	0.000179476142596596	-4.06520811029038e-05	NA	829	2107	allo_S	sl	bc	allo	allo_S
geneva	lake	misty	stream	allo	D	0.00188391833600048	2.9474108216885e-06	0.00023046668719629	-3.6614660451258e-05	NA	826	2090	allo_D	sl	bc	allo	allo_D
geneva	lake	roberts	lake	allo	S	0.00215782188633847	-1.22242260894403e-05	0.000166616069602056	-4.09566867934895e-05	NA	839	2175	allo_S	sl	bc	allo	allo_S
geneva	lake	roberts	stream	allo	D	0.0021735514859007	-1.84826196997133e-05	7.21458700072921e-05	-4.98649101895256e-05	NA	800	2051	allo_D	sl	bc	allo	allo_D
geneva	lake	sk	marine	allo	D	0.00684814175051904	-8.11298265845126e-05	-0.000803939008180275	3.62106223188509e-05	NA	0	108	allo_D	sl	ns	allo	allo_D
geneva	lake	sr	marine	allo	D	0.00650806728623934	-0.0001011389044675	-0.00068153796634745	4.61441043248705e-05	NA	0	113	allo_D	sl	ns	allo	allo_D
geneva	lake	sr	white	allo	D	0.00762144050432413	-0.00010026792928579	-0.00109549217598526	-0.000131313006038127	NA	0	140	allo_D	sl	ns	allo	allo_D
geneva	stream	al	marine	allo	D	0.00558444707240414	-1.70937267985055e-05	0.000376816964223387	-6.35863958942572e-05	NA	0	134	allo_D	sl	ns	allo	allo_D
geneva	stream	cl	marine	allo	D	0.00636638441821024	-3.05946204513383e-05	-0.000881891553205932	0.000231121790285881	NA	0	81	allo_D	sl	ns	allo	allo_D
geneva	stream	cl	white	allo	D	0.00729670305892715	-3.47878846689701e-05	-0.000787080777459614	-9.61203867136692e-05	NA	0	137	allo_D	sl	ns	allo	allo_D
geneva	stream	cp	marine	allo	D	0.0055385358878816	5.66710458374267e-06	-0.000616248005084359	-9.89533830646427e-05	NA	1	257	allo_D	sl	ns	allo	allo_D
geneva	stream	joes	lake	allo	D	0.00179986453281631	-2.19550798799862e-05	3.41624423765458e-06	-3.31099205402442e-05	NA	730	1867	allo_D	sl	bc	allo	allo_D
geneva	stream	joes	stream	allo	S	0.00194322516767441	-2.39359196627613e-05	-9.14592128726759e-05	-4.03268957625866e-05	NA	694	1842	allo_S	sl	bc	allo	allo_S
geneva	stream	ln	marine	allo	D	0.00684385079990478	2.89461437222806e-05	-0.00182558702006441	2.7239371640764e-05	NA	0	149	allo_D	sl	ns	allo	allo_D
geneva	stream	mh	marine	allo	D	0.00521417701620549	-5.46196526111804e-05	-0.000132474195618677	0.000461942616450093	NA	0	59	allo_D	sl	ns	allo	allo_D
geneva	stream	mh	white	allo	D	0.00750931968405303	-0.000194674043374312	-0.00183851059588499	0.000620617266262538	NA	0	42	allo_D	sl	ns	allo	allo_D
geneva	stream	misty	lake	allo	D	0.00186896191318421	2.95402358257849e-06	0.00021019663477086	-3.93632870065591e-05	NA	822	2100	allo_D	sl	bc	allo	allo_D
geneva	stream	misty	stream	allo	S	0.0018067394962003	3.85675157186813e-06	0.000302456146501806	-3.89033314015577e-05	NA	815	2084	allo_S	sl	bc	allo	allo_S
geneva	stream	roberts	lake	allo	D	0.00209345319240283	-8.90641885257915e-06	0.0002100721481795	-4.27169277100721e-05	NA	835	2155	allo_D	sl	bc	allo	allo_D
geneva	stream	roberts	stream	allo	S	0.0020927748993438	-1.30949539963614e-05	9.48268706160903e-05	-4.86045770081843e-05	NA	795	2038	allo_S	sl	bc	allo	allo_S
geneva	stream	sk	marine	allo	D	0.00608852409366267	-7.98111415137684e-05	-0.000481751110666428	7.66080990784486e-05	NA	0	106	allo_D	sl	ns	allo	allo_D
geneva	stream	sr	marine	allo	D	0.00603661629060457	-5.4001580121181e-05	-0.000324392205126069	-6.94175343166795e-06	NA	0	108	allo_D	sl	ns	allo	allo_D
geneva	stream	sr	white	allo	D	0.00778947448893973	-8.33807716411223e-05	-0.00148557546838338	-0.000133728559184864	NA	0	139	allo_D	sl	ns	allo	allo_D
hadsten	lake	al	marine	allo	D	0.00487241774130211	4.23185346321913e-05	0.000785271868834457	-7.31930191275422e-05	NA	1	192	allo_D	ne	ns	allo	allo_D
hadsten	lake	bea	lake	allo	S	0.00330330807512575	7.91187539360348e-06	0.000202551047355505	-8.87836341331881e-05	NA	38	1624	allo_S	ne	al	allo	allo_S
hadsten	lake	boot	lake	allo	S	0.00226177069230866	-2.63037030870376e-07	1.91981027652195e-05	-3.57044427207571e-05	NA	510	2145	allo_S	ne	bc	allo	allo_S
hadsten	lake	boot	stream	allo	D	0.0020529189967236	7.19068729354872e-06	0.000164362373890784	-4.56665801168844e-05	NA	369	2031	allo_D	ne	bc	allo	allo_D
hadsten	lake	cl	marine	allo	D	0.00480046624343049	0.000115297436582922	0.000916878407093954	-6.50777418575666e-05	NA	0	129	allo_D	ne	ns	allo	allo_D
hadsten	lake	cl	white	allo	D	0.00433694406948962	9.11081445193841e-06	0.00181261589599899	-6.2621935630534e-05	NA	0	212	allo_D	ne	ns	allo	allo_D
hadsten	lake	constance	lake	allo	S	0.00203304234939854	-1.2180075662045e-05	0.000270129286081704	-4.14582669912302e-05	NA	501	1782	allo_S	ne	sl	allo	allo_S
hadsten	lake	constance	stream	allo	D	0.00201015791870202	-1.10223296550022e-05	0.000374698276453365	-4.76174929902075e-05	NA	514	1816	allo_D	ne	sl	allo	allo_D
hadsten	lake	cp	marine	allo	D	0.00427778375963804	8.97520924854849e-06	0.000498395395101657	-1.78856700103637e-05	NA	3	381	allo_D	ne	ns	allo	allo_D
hadsten	lake	denmark	marine	allo	D	0.00338300236040636	7.51714862244525e-05	0.000124522973033308	-4.21363207689657e-05	NA	46	679	allo_D	ne	ne	para	para_D
hadsten	lake	geneva	lake	allo	S	0.00233188238793047	-1.63148498858156e-05	-8.39107322899239e-05	-4.03018005599133e-05	NA	488	1724	allo_S	ne	sl	allo	allo_S
hadsten	lake	geneva	stream	allo	D	0.00224407292802281	-1.53535930278577e-05	-4.14096698716246e-05	-3.97645741585807e-05	NA	498	1709	allo_D	ne	sl	allo	allo_D
hadsten	lake	hald	lake	allo	S	0.00227584773355903	1.26665104046131e-05	0.000178527754633777	-5.22964612886525e-05	NA	1317	2241	allo_S	ne	ne	para	para_S
hadsten	lake	japan	japansea	allo	D	0.0013110683745673	2.83664019160187e-05	0.000287037770176983	5.46578927766942e-06	NA	1499	3286	allo_D	ne	jp	allo	allo_D
hadsten	lake	japan	marine	allo	D	0.00206927773812768	5.10068490865132e-05	0.000280962890050839	-2.863942931452e-05	NA	1404	2609	allo_D	ne	jp	allo	allo_D
hadsten	lake	joes	lake	allo	S	0.00234212476947319	-1.84829069891725e-05	-0.000134742036184607	-3.47763214323614e-05	NA	503	2185	allo_S	ne	bc	allo	allo_S
hadsten	lake	joes	stream	allo	D	0.00242129906009372	-2.02713561711736e-05	-0.000186793221756243	-3.91785669903515e-05	NA	460	2154	allo_D	ne	bc	allo	allo_D
hadsten	lake	litcampbell	marine	allo	D	0.0107742706067183	-8.48398840362017e-05	-0.00807275499808511	0.000432092681556946	NA	2	63	allo_D	ne	bc	allo	allo_D
hadsten	lake	ln	marine	allo	D	0.00419639086518664	0.000100847046590697	0.000857670807998628	-2.99159825396465e-05	NA	1	250	allo_D	ne	ns	allo	allo_D
hadsten	lake	mariager	marine	allo	D	0.00247834862677497	1.45518151705681e-05	0.000109496588309387	-4.95810110627068e-05	NA	1273	2270	allo_D	ne	ne	para	para_D
hadsten	lake	mh	marine	allo	D	0.000269128786671835	0.00046398290389419	0.00683856435134595	-0.000122545127058425	NA	0	102	allo_D	ne	ns	allo	allo_D
hadsten	lake	mh	white	allo	D	0.00847454710328273	0.000121323300635045	-0.000311951672321565	-0.000190340698434548	NA	0	62	allo_D	ne	ns	allo	allo_D
hadsten	lake	misty	lake	allo	S	0.00240876056310502	1.28606978390277e-05	9.30285104671295e-05	-3.67235528724615e-05	NA	536	2394	allo_S	ne	bc	allo	allo_S
hadsten	lake	misty	stream	allo	D	0.00234378119598165	1.37847455916448e-05	0.000191928716543292	-3.68596616522131e-05	NA	537	2368	allo_D	ne	bc	allo	allo_D
hadsten	lake	mud	lake	allo	S	0.00366807594944024	1.25343510798193e-05	-0.000104991408530669	-0.000111694821918866	NA	58	1722	allo_S	ne	al	allo	allo_S
hadsten	lake	rab	marine	allo	D	0.00550777067620458	-6.7775276233201e-05	0.000571511451698065	-0.000193934629959037	NA	0	410	allo_D	ne	al	allo	allo_D
hadsten	lake	res	marine	allo	D	0.00357365801303674	-2.60810275263823e-05	0.000329351438665836	-0.000126643790572516	NA	41	1387	allo_D	ne	al	allo	allo_D
hadsten	lake	roberts	lake	allo	S	0.00254325453377118	4.07030117545261e-06	0.000158134735617494	-3.15865300324421e-05	NA	537	2453	allo_S	ne	bc	allo	allo_S
hadsten	lake	roberts	stream	allo	D	0.00258508927648364	-6.0214060001996e-06	-5.85987155767104e-06	-4.16180065419081e-05	NA	529	2341	allo_D	ne	bc	allo	allo_D
hadsten	lake	sk	marine	allo	D	0.00412605538391698	5.71273888581711e-05	0.00166025566023725	-6.67212680820624e-05	NA	0	159	allo_D	ne	ns	allo	allo_D
hadsten	lake	sr	marine	allo	D	0.00480776110071614	2.46841007052637e-05	0.00199626481436833	-0.000113582882390676	NA	0	174	allo_D	ne	ns	allo	allo_D
hadsten	lake	sr	white	allo	D	0.00521572947058813	3.78136454761632e-06	0.000690579083139426	-9.92215096697315e-05	NA	1	199	allo_D	ne	ns	allo	allo_D
hald	lake	al	marine	allo	D	0.00584972009106278	-4.05481787508136e-06	0.000504322332402962	-0.00011494093698418	NA	1	235	allo_D	ne	ns	allo	allo_D
hald	lake	bea	lake	allo	S	0.00352438190678883	5.22102532543039e-05	0.000179688254369987	-0.000119862481909942	NA	41	1726	allo_S	ne	al	allo	allo_S
hald	lake	boot	lake	allo	S	0.00207598008577564	1.44585502597329e-05	0.000348860401658094	-3.53158450824267e-05	NA	523	2274	allo_S	ne	bc	allo	allo_S
hald	lake	boot	stream	allo	D	0.00200257444507262	1.33647297105099e-05	0.000402225676338794	-4.73106263101646e-05	NA	386	2185	allo_D	ne	bc	allo	allo_D
hald	lake	cl	marine	allo	D	0.00459413308823732	6.88485702792973e-05	0.000862042212906255	3.80511951631738e-05	NA	0	154	allo_D	ne	ns	allo	allo_D
hald	lake	cl	white	allo	D	0.00495604106259212	1.25341746580187e-05	0.00177586127805477	-0.000153094164791495	NA	0	257	allo_D	ne	ns	allo	allo_D
hald	lake	constance	lake	allo	S	0.00209035531357011	1.99782021777002e-06	0.00036744158795729	-3.83337050542394e-05	NA	535	1879	allo_S	ne	sl	allo	allo_S
hald	lake	constance	stream	allo	D	0.00221540988360286	-3.70916779447045e-07	0.000367859819703068	-4.64779290557315e-05	NA	541	1911	allo_D	ne	sl	allo	allo_D
hald	lake	cp	marine	allo	D	0.00589216516799261	8.38098927533569e-06	-0.000607203399503819	-7.27157659380744e-05	NA	4	421	allo_D	ne	ns	allo	allo_D
hald	lake	denmark	marine	allo	D	0.00351195758810497	9.37530684089123e-05	0.000268123982823435	-7.52898172696733e-05	NA	45	794	allo_D	ne	ne	para	para_D
hald	lake	geneva	lake	allo	S	0.00236589369644345	1.37342005745304e-09	8.3803676735656e-05	-4.58097850601555e-05	NA	525	1855	allo_S	ne	sl	allo	allo_S
hald	lake	geneva	stream	allo	D	0.00230458931604814	-9.57882423848387e-07	0.000119205670850834	-4.88401463051842e-05	NA	537	1847	allo_D	ne	sl	allo	allo_D
hald	lake	japan	japansea	allo	D	0.00141367397795337	4.07116815902848e-05	0.000352143221187729	7.01323211987998e-06	NA	1520	3347	allo_D	ne	jp	allo	allo_D
hald	lake	japan	marine	allo	D	0.00206802437261291	7.44618079737228e-05	0.000419449252511011	-2.78925413498087e-05	NA	1461	2752	allo_D	ne	jp	allo	allo_D
hald	lake	joes	lake	allo	S	0.00227725302919403	-1.97553770131499e-06	0.00010768013660806	-3.70355948996216e-05	NA	524	2276	allo_S	ne	bc	allo	allo_S
hald	lake	joes	stream	allo	D	0.0023837099021946	-4.49465150246733e-06	2.59604644226819e-05	-4.06509851717787e-05	NA	472	2254	allo_D	ne	bc	allo	allo_D
hald	lake	litcampbell	marine	allo	D	0.00908407541660277	-6.05168229957431e-05	-0.00329176669547562	-0.000202483052283558	NA	2	77	allo_D	ne	bc	allo	allo_D
hald	lake	ln	marine	allo	D	0.00550912724616307	8.69151807979839e-05	3.83657506809917e-05	-6.41599314891173e-05	NA	0	292	allo_D	ne	ns	allo	allo_D
hald	lake	mariager	marine	allo	D	0.00260365470867669	3.14848303914962e-05	0.000205168460061574	-5.09998884309223e-05	NA	1334	2396	allo_D	ne	ne	para	para_D
