pop1	ecotype1	pop2	ecotype2	geography	ecology	intercept	recomb_rate	ds	gene_count	linear_model_warning	n_windows_dxy	n_windows_fst	group	reg1	reg2	geography2	group2
denmark	marine	constance	stream	allo	D	-3.72144875874498	19177.9454048067	0.785427830756091	-0.0214699036748953	NA	16	536	allo_D	ne	sl	allo	allo_D
denmark	marine	cp	marine	allo	S	-2.8802922340563	9712.33783433338	-0.0882095582380546	-0.00863814131219664	NA	1967	2504	allo_S	ne	ns	allo	allo_S
denmark	marine	geneva	lake	allo	D	-2.97708911286164	14463.8306273018	0.231934831002294	-0.0594518669564729	NA	20	474	allo_D	ne	sl	allo	allo_D
denmark	marine	geneva	stream	allo	D	-3.3235429056123	14673.5252380731	0.496091079264907	-0.0372814508196456	NA	18	450	allo_D	ne	sl	allo	allo_D
denmark	marine	joes	lake	allo	D	-3.04188981218262	24474.2202594306	0.541816689810224	-0.070068623115909	NA	32	788	allo_D	ne	bc	allo	allo_D
denmark	marine	joes	stream	allo	D	-3.37266761836395	9023.29736235301	0.71530447035628	-0.0678044389975812	NA	29	816	allo_D	ne	bc	allo	allo_D
denmark	marine	litcampbell	marine	allo	S	-2.36459163434238	-2840.96097833667	-1.51756773669868	0.148686495400436	NA	6	79	allo_S	ne	bc	allo	allo_S
denmark	marine	ln	marine	allo	S	-2.01745545833765	1578.0690922105	-1.18640537657755	0.0315690362997467	NA	1584	2252	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	marine	allo	S	-2.22445809639621	-2234.31195450042	-0.876815060442146	0.0214917740128038	NA	660	1489	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	white	allo	D	-2.24769586401414	18152.5156225084	-0.78786866914944	-0.0222352073571995	NA	381	1171	allo_D	ne	ns	allo	allo_D
denmark	marine	misty	lake	allo	D	-2.60643964812669	-6723.31287089634	-0.186570414494699	-0.026364866349177	NA	33	975	allo_D	ne	bc	allo	allo_D
denmark	marine	misty	stream	allo	D	-3.12223382051888	16824.4065458582	0.170133918204513	-0.00811812763872791	NA	32	1005	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	lake	allo	D	-2.38436032441197	1656.42915769707	-0.217236031205853	-0.0816289951315163	NA	33	1081	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	stream	allo	D	-3.01152405775001	-6039.99214981232	0.396877828700944	-0.0575516624974512	NA	33	986	allo_D	ne	bc	allo	allo_D
denmark	marine	sk	marine	allo	S	-1.78162272283272	3867.96554924904	-1.21015824986294	-0.0202159255986279	NA	1053	1866	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	marine	allo	S	-1.95204595073328	-3438.94345997496	-1.057429811346	-0.00120741037652364	NA	1162	1986	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	white	allo	D	-1.46698554229614	2886.54219204897	-1.58256548217413	-0.0168519580240962	NA	1402	2165	allo_D	ne	ns	allo	allo_D
