pop1 ecotype1 pop2 ecotype2 region1 region2 geography group intercept recomb_rate ds gene_count
japan marine joes stream jp bc allo allo_D -2.778 -0.175 0.469 -0.041
japan marine litcampbell marine jp bc allo allo_S -3.144 -0.029 0.059 0.056
japan marine ln marine jp ns allo allo_S -2.329 -0.127 -0.019 -0.072
japan marine mh marine jp ns allo allo_S -2.06 -0.124 -0.348 -0.063
japan marine mh white jp ns allo allo_D -2.01 -0.179 -0.369 -0.043
japan marine misty lake jp bc allo allo_D -2.496 -0.317 0.348 -0.031
japan marine misty stream jp bc allo allo_D -2.37 -0.281 0.251 -0.049
japan marine roberts lake jp bc allo allo_D -2.315 -0.134 -0.188 -0.025
japan marine roberts stream jp bc allo allo_D -2.579 -0.233 0.392 -0.049
japan marine sk marine jp ns allo allo_S -2.329 -0.126 -0.236 -0.022
japan marine sr marine jp ns allo allo_S -2.4 -0.107 -0.131 -0.037
japan marine sr white jp ns allo allo_D -2.569 -0.128 0.038 -0.024
joes lake al marine bc ns allo allo_D -3.606 -0.186 2.441 -0.194
joes lake cl marine bc ns allo allo_D -4.123 -8e-03 1.633 -2e-03
joes lake cl white bc ns allo allo_D -3.475 -0.091 1.103 0.056
joes lake cp marine bc ns allo allo_D -2.635 -0.077 0.579 -0.086
joes lake joes stream bc bc para para_D -2.892 -0.06 0.114 4e-03
joes lake ln marine bc ns allo allo_D -2.767 -0.033 1.248 -0.168
joes lake mh marine bc ns allo allo_D -4.575 -0.072 2.485 -0.111
joes lake mh white bc ns allo allo_D -5.187 0.041 2.466 -0.018
joes lake misty lake bc bc para para_S -3.429 -0.04 0.525 0.025
joes lake misty stream bc bc para para_D -3.007 -0.058 0.275 -3e-03
joes lake roberts lake bc bc para para_S -3.337 -0.033 0.327 0.04
joes lake roberts stream bc bc para para_D -3.427 -0.041 0.552 0.017
joes lake sk marine bc ns allo allo_D -3.106 -0.204 1.939 -0.115
joes lake sr marine bc ns allo allo_D -3.179 -0.195 1.906 -0.135
joes lake sr white bc ns allo allo_D -2.718 -8e-03 1.086 -0.158
joes stream al marine bc ns allo allo_D -3.539 -0.196 2.243 -0.167
joes stream cl marine bc ns allo allo_D -4.224 -0.029 2 -0.083
joes stream cl white bc ns allo allo_D -3.165 -0.07 0.754 0.029
joes stream cp marine bc ns allo allo_D -2.639 -0.08 0.094 0.018
joes stream ln marine bc ns allo allo_D -2.654 -0.046 0.669 -0.047
joes stream mh marine bc ns allo allo_D -5.262 -0.246 3.862 -0.199
joes stream mh white bc ns allo allo_D -7.693 9e-03 5.901 -0.276
joes stream misty lake bc bc para para_D -3.271 -2e-03 0.274 0.017
joes stream misty stream bc bc para para_S -2.755 -0.016 -5e-03 -0.028
joes stream roberts lake bc bc para para_D -3.579 3e-03 0.507 0.032
joes stream roberts stream bc bc para para_S -3.202 2e-03 0.242 7e-03
joes stream sk marine bc ns allo allo_D -3.057 -0.2 2.193 -0.266
joes stream sr marine bc ns allo allo_D -2.991 -0.344 1.966 -0.199
joes stream sr white bc ns allo allo_D -2.555 2e-03 0.595 -0.108
litcampbell marine al marine bc ns allo allo_S -2.605 -0.084 0.895 -0.176
litcampbell marine boot lake bc bc para para_D -2.187 -0.227 0.211 -0.022
litcampbell marine boot stream bc bc para para_D 1.077 -0.257 -4.601 0.219
litcampbell marine cl marine bc ns allo allo_S -1.106 -0.218 -1.352 0.043
litcampbell marine cl white bc ns allo allo_D -3.686 -0.069 1.549 -0.102
litcampbell marine constance lake bc sl allo allo_D 9.361 -0.377 -12.155 -0.028
litcampbell marine constance stream bc sl allo allo_D -5.288 -0.209 -0.959 0.563
litcampbell marine cp marine bc ns allo allo_S -3.094 0.025 1.38 -0.303
litcampbell marine geneva lake bc sl allo allo_D -2.842 -0.272 -0.389 0.22
litcampbell marine geneva stream bc sl allo allo_D 2.637 -0.212 -5.042 -6e-03
litcampbell marine joes lake bc bc para para_D 3.552 -0.476 -4.806 -0.148
litcampbell marine joes stream bc bc para para_D -0.418 -0.197 -3.15 0.215
litcampbell marine ln marine bc ns allo allo_S -1.608 0.072 -0.807 -0.171
litcampbell marine mh marine bc ns allo allo_S -0.728 0.04 -1.493 -0.189
litcampbell marine mh white bc ns allo allo_D 0.719 0.011 -0.965 -0.736
litcampbell marine misty lake bc bc para para_D 0.646 -0.151 -3.077 6e-03
litcampbell marine misty stream bc bc para para_D 3.046 -0.138 -5.761 0.012
litcampbell marine roberts lake bc bc para para_D 0.2 -0.198 -1.812 -0.1
litcampbell marine roberts stream bc bc para para_D 1.315 -0.059 -6.343 0.342
litcampbell marine sk marine bc ns allo allo_S -4.055 -0.185 1.359 0.065
litcampbell marine sr marine bc ns allo allo_S -3.213 2e-03 1.237 -0.202
litcampbell marine sr white bc ns allo allo_D -1.547 0.032 0.363 -0.475
ln marine mh marine ns ns para para_S -2.918 -0.039 0.01 0.02
ln marine mh white ns ns para para_D -2.278 -0.072 0.046 -0.125
ln marine sk marine ns ns para para_S -3.135 -0.011 0.138 0.023
ln marine sr marine ns ns para para_S -1.974 0 -1.052 -3e-03
ln marine sr white ns ns para para_D -2.09 -0.095 -0.667 0
lq benthic al marine bc ns allo allo_D -1.223 -0.338 -1.168 -6e-03
lq benthic bea lake bc al allo allo_D -0.661 -0.263 -1.013 -0.13
lq benthic boot lake bc bc para para_D 0.607 -0.641 -2.262 -0.1
lq benthic boot stream bc bc para para_D -1.323 -0.572 -0.029 -0.124
lq benthic cl marine bc ns allo allo_D -1.692 -0.35 -0.825 0.035
lq benthic cl white bc ns allo allo_D -1.763 -0.323 -0.807 0.038
lq benthic constance lake bc sl allo allo_D -1.531 -0.053 -0.756 -0.108
lq benthic constance stream bc sl allo allo_D -1.148 -0.115 -1.506 -0.012
lq benthic cp marine bc ns allo allo_D -1.556 -0.357 -0.949 0.03
lq benthic cr stream bc or allo allo_D -0.255 -0.319 -1 -0.108
lq benthic cs marine bc or allo allo_D -2.523 -0.259 0.228 -7e-03
lq benthic denmark marine bc ne allo allo_D -1.72 -0.208 -0.739 -0.025
lq benthic geneva lake bc sl allo allo_D -1.855 -0.089 -0.332 -0.109
lq benthic geneva stream bc sl allo allo_D -1.052 -0.085 -1.433 -0.064
lq benthic hadsten lake bc ne allo allo_D -1.947 -0.045 -0.511 -0.031
lq benthic hald lake bc ne allo allo_D -2.108 -0.183 0.04 -0.075
lq benthic japan japansea bc jp allo allo_D -1.654 -0.328 -0.555 -0.048
lq benthic japan marine bc jp allo allo_D -1.289 -0.486 -0.805 -0.038
lq benthic joes lake bc bc para para_D 0.496 -0.071 -3.415 -0.036
lq benthic joes stream bc bc para para_D -2.241 -0.165 -0.196 -0.019
lq benthic litcampbell marine bc bc para para_D 0.746 -0.17 -2.838 -0.052
lq benthic ln marine bc ns allo allo_D -1.451 -0.39 -1.055 0.036
lq benthic lq limnetic bc bc para para_D -0.604 -0.548 -1.63 -5e-03
lq benthic mariager marine bc ne allo allo_D -1.732 -0.183 -0.556 -0.031
lq benthic mh marine bc ns allo allo_D -1.639 -0.323 -1.188 0.081
lq benthic mh white bc ns allo allo_D -1.558 -0.396 -1.169 0.08
lq benthic misty lake bc bc para para_D 0.938 -0.464 -2.205 -0.261
lq benthic misty stream bc bc para para_D 0.343 -0.367 -1.928 -0.185
lq benthic ms marine bc or allo allo_D 0.137 -0.366 -2.998 0.073
lq benthic mud lake bc al allo allo_D -2.557 -0.258 0.316 -8e-03
lq benthic pcr lake bc or allo allo_D -2.226 -0.12 0.538 -0.207
lq benthic pl lake bc or allo allo_D -0.742 -0.325 -0.451 -0.068
lq benthic rab marine bc al allo allo_D -1.231 -1.732 0.917 -0.218
lq benthic rb stream bc or allo allo_D -1.672 -0.098 -0.419 -0.131
lq benthic res marine bc al allo allo_D -1.391 -0.167 -0.749 -0.071
lq benthic roberts lake bc bc para para_D 1.181 -0.793 -2.991 -0.061
lq benthic roberts stream bc bc para para_D -0.456 -0.604 -0.553 -0.219
lq benthic sj marine bc or allo allo_D -3.149 -0.215 0.806 -0.01
lq benthic sk marine bc ns allo allo_D -1.561 -0.325 -1.181 0.065
lq benthic sr marine bc ns allo allo_D -1.341 -0.292 -1.413 0.056
lq benthic sr white bc ns allo allo_D -1.731 -0.292 -0.803 0.024
lq benthic stl lake bc or allo allo_D -0.292 -0.296 -0.615 -0.15
lq benthic wc stream bc or allo allo_D -2.825 -0.196 0.588 -0.038
lq limnetic al marine bc ns allo allo_D -1.327 -0.167 -1.275 -0.016
lq limnetic bea lake bc al allo allo_D -3.526 -0.522 3.064 -0.409
lq limnetic boot lake bc bc para para_D -0.36 -1.439 -0.932 -0.041
lq limnetic boot stream bc bc para para_D 2.823 -0.682 -3.897 -0.229
lq limnetic cl marine bc ns allo allo_D -1.479 -0.125 -1.204 -0.01
lq limnetic cl white bc ns allo allo_D -1.441 -0.194 -0.948 -0.043
lq limnetic constance lake bc sl allo allo_D -4.525 -0.085 2.51 -0.107
lq limnetic constance stream bc sl allo allo_D -5.568 0.064 2.746 -0.061
lq limnetic cp marine bc ns allo allo_D -2.466 -0.084 -0.064 -0.042
lq limnetic cr stream bc or allo allo_D -0.632 -0.293 -0.266 -0.047
lq limnetic cs marine bc or allo allo_D -1.368 -0.08 -0.777 -0.126
lq limnetic denmark marine bc ne allo allo_D -2.009 -0.083 -0.638 -0.029
lq limnetic geneva lake bc sl allo allo_D -5.471 -0.08 2.787 0.028
lq limnetic geneva stream bc sl allo allo_D -3.784 -0.118 0.79 0.108
lq limnetic hadsten lake bc ne allo allo_D -2.316 0.093 -0.522 -0.1
lq limnetic hald lake bc ne allo allo_D -4.345 0.053 1.719 -0.099
lq limnetic japan japansea bc jp allo allo_D -1.793 -0.135 -0.516 -0.085
lq limnetic japan marine bc jp allo allo_D -2.161 -0.139 0 -0.105
lq limnetic joes lake bc bc para para_D 2.293 -0.131 -6.641 0.183
lq limnetic joes stream bc bc para para_D 2.5 -0.162 -6.684 0.184
lq limnetic litcampbell marine bc bc para para_D -0.943 -0.426 1.574 -0.534
lq limnetic ln marine bc ns allo allo_D -1.836 -0.142 -0.705 -0.025
lq limnetic mariager marine bc ne allo allo_D -3.026 0.032 0.086 -0.016
lq limnetic mh marine bc ns allo allo_D -1.805 -0.128 -0.878 -4e-03
lq limnetic mh white bc ns allo allo_D -1.761 -0.13 -1.063 0.03
lq limnetic misty lake bc bc para para_D -2.939 -0.159 0.824 -0.058
lq limnetic misty stream bc bc para para_D -2.296 -0.891 1.376 -0.202
lq limnetic ms marine bc or allo allo_D -5.06 -0.126 1.344 0.223
lq limnetic mud lake bc al allo allo_D -3.95 -0.538 1.83 0.042
lq limnetic pcr lake bc or allo allo_D 1.394 -0.126 -4.229 -0.04
lq limnetic pl lake bc or allo allo_D -0.234 -0.262 -0.419 -0.062
lq limnetic rab marine bc al allo allo_D NA NA NA NA
lq limnetic rb stream bc or allo allo_D -0.78 -0.051 -0.871 -0.299
lq limnetic res marine bc al allo allo_D -1.505 -0.964 2.463 -0.984
lq limnetic roberts lake bc bc para para_D -1.218 -0.929 -0.293 2e-03
lq limnetic roberts stream bc bc para para_D -2.557 -0.705 1.028 -0.037
lq limnetic sj marine bc or allo allo_D 0.243 -0.14 -2.9 -0.031
lq limnetic sk marine bc ns allo allo_D -2.549 -0.053 -0.263 1e-03
lq limnetic sr marine bc ns allo allo_D -1.72 -0.136 -0.887 -0.014
lq limnetic sr white bc ns allo allo_D -1.166 -0.083 -1.485 -0.051
lq limnetic stl lake bc or allo allo_D 1.47 -0.2 -1.994 -0.134
lq limnetic wc stream bc or allo allo_D -2.908 -0.103 0.598 -0.065
mariager marine al marine ne ns allo allo_S -4.096 0.104 0.437 0.048
mariager marine bea lake ne al allo allo_D -2.74 -0.199 0.247 0.011
mariager marine boot lake ne bc allo allo_D -2.345 -0.11 -0.177 -0.028
mariager marine boot stream ne bc allo allo_D -2.126 -0.133 -0.335 -0.034
mariager marine cl marine ne ns allo allo_S -4.067 0.069 1.201 -0.071
mariager marine cl white ne ns allo allo_D -3.614 0.082 0.259 8e-03
mariager marine constance lake ne sl allo allo_D -2.371 -0.056 0.226 -0.146
mariager marine constance stream ne sl allo allo_D -2.784 -0.053 0.27 -0.055
mariager marine cp marine ne ns allo allo_S -3.639 0.043 0.308 0.05
mariager marine denmark marine ne ne para para_S -1.574 -0.119 -1.222 0.02
mariager marine geneva lake ne sl allo allo_D -2.662 -0.024 0.473 -0.159
mariager marine geneva stream ne sl allo allo_D -2.616 -0.056 0.473 -0.144
mariager marine japan japansea ne jp allo allo_D -1.674 -0.178 -0.447 -0.111
mariager marine japan marine ne jp allo allo_S -1.803 -0.093 -0.81 -0.031
mariager marine joes lake ne bc allo allo_D -2.729 -0.074 0.133 -0.028
mariager marine joes stream ne bc allo allo_D -2.996 -0.091 0.607 -0.061
mariager marine litcampbell marine ne bc allo allo_S -1.129 -0.024 -0.358 -0.261
mariager marine ln marine ne ns allo allo_S -3.242 0.043 -0.488 0.119
mariager marine mh marine ne ns allo allo_S -4.841 0.139 2.292 -0.307
mariager marine mh white ne ns allo allo_D -7.339 0.125 4.462 -0.309
mariager marine misty lake ne bc allo allo_D -2.615 -0.188 0.353 -0.045
mariager marine misty stream ne bc allo allo_D -2.424 -0.186 0.107 -0.039
mariager marine mud lake ne al allo allo_D -2.366 -0.145 -0.294 0.019
mariager marine rab marine ne al allo allo_S -2.499 -0.041 -0.059 -0.048
mariager marine res marine ne al allo allo_S -2.148 -0.053 -0.419 -0.049
mariager marine roberts lake ne bc allo allo_D -2.488 -0.12 -0.018 -0.028
mariager marine roberts stream ne bc allo allo_D -1.989 -0.135 -0.44 -0.045
mariager marine sk marine ne ns allo allo_S -3.767 0.061 0.934 -0.06
mariager marine sr marine ne ns allo allo_S -2.67 0.024 0.146 -0.093
mariager marine sr white ne ns allo allo_D -2.749 0.066 -0.615 0.022
mh marine mh white ns ns para para_D -1.993 -0.077 -0.647 -0.034
mh marine sk marine ns ns para para_S -3.03 -0.031 -8e-03 0.043
mh marine sr marine ns ns para para_S -2.847 -9e-03 -0.085 3e-03
mh marine sr white ns ns para para_D -2.093 -0.063 -0.407 -0.07
mh white sk marine ns ns para para_D -2.584 -0.062 -0.116 -0.017
mh white sr marine ns ns para para_D -2.811 -0.031 0.236 -0.062
mh white sr white ns ns para para_S -3.087 -0.065 0.287 0.016
misty lake al marine bc ns allo allo_D -2.589 -0.195 1.115 -0.252
misty lake cl marine bc ns allo allo_D -4.14 0.057 1.389 -0.1
misty lake cl white bc ns allo allo_D -3.657 -0.121 0.926 0.037
misty lake cp marine bc ns allo allo_D -1.231 -0.298 -0.958 -0.028
misty lake ln marine bc ns allo allo_D -2.697 -0.145 0.607 -0.107
misty lake mh marine bc ns allo allo_D -3.133 -0.02 0.808 -0.13
misty lake mh white bc ns allo allo_D -5.257 0.074 2.749 -0.173
misty lake misty stream bc bc para para_D -2.263 -0.012 -0.315 -0.077
misty lake roberts lake bc bc para para_S -2.338 -0.216 0.143 -0.053
misty lake roberts stream bc bc para para_D -2.259 -0.205 7e-03 -0.045
misty lake sk marine bc ns allo allo_D -3.403 -0.089 1.607 -0.234
misty lake sr marine bc ns allo allo_D -3.385 -0.068 1.015 -0.072
misty lake sr white bc ns allo allo_D -2.23 -0.158 -0.157 -0.026
misty stream al marine bc ns allo allo_D -1.669 -0.241 0.508 -0.322
misty stream cl marine bc ns allo allo_D -2.386 0.01 0.06 -0.163
misty stream cl white bc ns allo allo_D -2.661 -0.053 -0.121 0.013
misty stream cp marine bc ns allo allo_D -0.231 -0.298 -1.644 -0.119
misty stream ln marine bc ns allo allo_D -1.437 -0.132 -0.464 -0.157
misty stream mh marine bc ns allo allo_D -2.123 -0.116 0.211 -0.184
misty stream mh white bc ns allo allo_D -2.924 0.042 1.016 -0.295
misty stream roberts lake bc bc para para_D -2.503 -0.232 0.337 -0.051
misty stream roberts stream bc bc para para_S -2.109 -0.22 -0.014 -0.07
misty stream sk marine bc ns allo allo_D -2.744 -0.102 1.233 -0.266
misty stream sr marine bc ns allo allo_D -1.869 -0.116 0.069 -0.189
misty stream sr white bc ns allo allo_D -1.941 -0.051 -0.565 -0.052
ms marine al marine or ns allo allo_S -1.814 -0.018 -0.53 -0.127
ms marine bea lake or al allo allo_D -2.668 -0.124 0.174 -0.023
ms marine boot lake or bc allo allo_D -2.033 -0.166 -0.595 0.011
ms marine boot stream or bc allo allo_D -1.112 -0.303 -1.097 -0.048
ms marine cl marine or ns allo allo_S -2.083 -0.079 -0.399 -0.041
ms marine cl white or ns allo allo_D -2.417 -0.021 -0.247 -0.039
ms marine constance lake or sl allo allo_D -2.337 -0.047 -0.353 -0.03
ms marine constance stream or sl allo allo_D -2.664 -0.061 0.01 -0.024
ms marine cp marine or ns allo allo_S -1.734 -0.07 -1.111 8e-03
ms marine denmark marine or ne allo allo_S -3.273 -0.127 0.876 -0.037
ms marine geneva lake or sl allo allo_D -2.288 -0.035 -0.35 -0.049
ms marine geneva stream or sl allo allo_D -1.907 -0.025 -0.874 -0.034
ms marine hadsten lake or ne allo allo_D -2.738 0.025 -0.021 -0.062
ms marine hald lake or ne allo allo_D -2.379 -0.048 0.047 -0.112
ms marine japan japansea or jp allo allo_D -2.518 -0.114 0.222 -0.084
ms marine japan marine or jp allo allo_S -2.687 -0.099 0.367 -0.077
ms marine joes lake or bc allo allo_D -1.155 -0.283 -1.428 0.018
ms marine joes stream or bc allo allo_D -1.935 -0.244 -0.511 -2e-03
ms marine litcampbell marine or bc allo allo_S -1.96 -0.25 -1.906 0.241
ms marine ln marine or ns allo allo_S -3.138 -0.01 0.07 0.039
ms marine mariager marine or ne allo allo_S -2.207 -0.027 -0.26 -0.097
ms marine mh marine or ns allo allo_S -3.308 -0.092 0.393 0.057
ms marine mh white or ns allo allo_D -2.415 -0.012 -0.227 -0.043
ms marine misty lake or bc allo allo_D -1.588 -0.541 -0.405 -0.024
ms marine misty stream or bc allo allo_D -2.029 -0.503 0 -0.016
ms marine mud lake or al allo allo_D -2.087 -0.097 -0.472 -0.032
ms marine pcr lake or or para para_D -1.672 -0.366 -0.198 -0.095
ms marine pl lake or or para para_D -1.215 -0.399 -0.972 -0.031
ms marine rab marine or al allo allo_S -2.508 -0.034 -0.199 -0.028
ms marine rb stream or or para para_D -0.918 -0.297 -1.419 -0.037
ms marine res marine or al allo allo_S -1.954 -0.106 -0.197 -0.114
ms marine roberts lake or bc allo allo_D -1.641 -0.418 -0.604 0
ms marine roberts stream or bc allo allo_D -2.03 -0.377 -0.381 0.033
ms marine sj marine or or para para_S -2.383 -0.065 -0.096 -0.065
ms marine sk marine or ns allo allo_S -2.442 4e-03 -0.216 -0.06
ms marine sr marine or ns allo allo_S -1.082 -0.059 -1.34 -0.082
ms marine sr white or ns allo allo_D -2.314 -0.033 -0.266 -0.049
ms marine stl lake or or para para_D -1.155 -0.441 -0.825 -0.064
ms marine wc stream or or para para_D -2.435 -0.085 -0.135 -0.033
mud lake al marine al ns allo allo_D -2.441 -0.264 -0.134 0.111
mud lake boot lake al bc allo allo_S -2.596 -0.014 -0.502 0.037
mud lake boot stream al bc allo allo_D -2.824 -0.053 -5e-03 0.011
mud lake cl marine al ns allo allo_D 2.153 -0.293 -4.967 0.073
mud lake cl white al ns allo allo_D 3.006 -0.227 -6.904 0.174
mud lake constance lake al sl allo allo_S -2.237 -0.058 -0.71 0.03
mud lake constance stream al sl allo allo_D -2.596 -0.043 -0.257 8e-03
mud lake cp marine al ns allo allo_D -2.115 -0.16 -0.734 0.076
mud lake denmark marine al ne allo allo_D -2.292 -0.253 3e-03 -0.019
mud lake geneva lake al sl allo allo_S -2.341 -0.027 -0.486 -0.01
mud lake geneva stream al sl allo allo_D -2.68 -0.028 -0.077 -0.021
mud lake japan japansea al jp allo allo_D -1.781 -0.1 -0.248 -0.103
mud lake japan marine al jp allo allo_D -1.693 -0.266 -1.011 0.056
mud lake joes lake al bc allo allo_S -3.144 5e-03 0.373 -0.038
mud lake joes stream al bc allo allo_D -2.816 0.028 -0.034 -0.043
mud lake litcampbell marine al bc allo allo_D 6.908 -0.089 -11.56 0.132
mud lake ln marine al ns allo allo_D -2.035 -0.371 -1.01 0.182
mud lake mh marine al ns allo allo_D 1.721 -0.246 -4.207 0.041
mud lake mh white al ns allo allo_D 0.36 -0.223 -2.947 0.108
mud lake misty lake al bc allo allo_S -2.904 -0.065 0.378 -0.044
mud lake misty stream al bc allo allo_D -3.238 -0.047 0.559 -0.02
mud lake rab marine al al para para_D -1.982 -0.32 -0.753 0.099
mud lake res marine al al para para_D -1.921 -0.404 -0.346 0.023
mud lake roberts lake al bc allo allo_S -3.018 -0.018 0.295 -0.031
mud lake roberts stream al bc allo allo_D -3.456 -0.029 0.647 -1e-03
mud lake sk marine al ns allo allo_D 0.867 -0.325 -2.576 -0.127
mud lake sr marine al ns allo allo_D 4.118 -0.211 -7.677 0.095
mud lake sr white al ns allo allo_D 0.161 -0.188 -2.515 -0.043
pax benthic al marine bc ns allo allo_D -1.289 -0.405 -1.179 0.025
pax benthic bea lake bc al allo allo_D -1.524 -0.176 -0.324 -0.128
pax benthic boot lake bc bc para para_D -1.949 -0.168 -0.145 -0.033
pax benthic boot stream bc bc para para_D -1.025 -0.413 -0.873 -0.03
pax benthic cl marine bc ns allo allo_D -1.721 -0.408 -0.597 8e-03
pax benthic cl white bc ns allo allo_D -1.265 -0.339 -1.254 0.018
pax benthic constance lake bc sl allo allo_D -0.734 -0.181 -1.284 -0.014
pax benthic constance stream bc sl allo allo_D -0.792 -0.333 -1.027 -0.019
pax benthic cp marine bc ns allo allo_D -1.447 -0.414 -0.858 -3e-03
pax benthic cr stream bc or allo allo_D -0.186 -0.3 -1.061 -0.01
pax benthic cs marine bc or allo allo_D -1.361 -0.371 -0.521 -0.068
pax benthic denmark marine bc ne allo allo_D -1.723 -0.343 -0.643 -1e-03
pax benthic geneva lake bc sl allo allo_D 0.039 -0.291 -1.867 -0.026
pax benthic geneva stream bc sl allo allo_D -0.48 -0.221 -1.763 0.036
pax benthic hadsten lake bc ne allo allo_D -0.901 -0.092 -1.248 0.017
pax benthic hald lake bc ne allo allo_D -0.823 -0.169 -1.584 -3e-03
pax benthic japan japansea bc jp allo allo_D -2.045 -0.309 0.118 -0.111
pax benthic japan marine bc jp allo allo_D -1.31 -0.498 -0.75 -0.042
pax benthic joes lake bc bc para para_D -2.595 -0.125 0.86 -0.129
pax benthic joes stream bc bc para para_D -3.621 -0.18 0.961 0.058
pax benthic litcampbell marine bc bc para para_D -0.159 -0.066 -2.78 0.045
pax benthic ln marine bc ns allo allo_D -1.43 -0.371 -0.998 0.011
pax benthic lq benthic bc bc para para_S -1.063 -0.283 -1.453 7e-03
pax benthic lq limnetic bc bc para para_D -0.425 -0.53 -1.827 -0.011
pax benthic mariager marine bc ne allo allo_D -1.142 -0.167 -1.272 -0.023
pax benthic mh marine bc ns allo allo_D -1.643 -0.369 -0.93 0.047
pax benthic mh white bc ns allo allo_D -1.86 -0.322 -0.744 0.047
pax benthic misty lake bc bc para para_D 0.475 -0.342 -2.447 -0.085
pax benthic misty stream bc bc para para_D 2.271 -0.393 -4.561 -0.067
pax benthic ms marine bc or allo allo_D -0.172 -0.433 -1.576 -0.091
pax benthic mud lake bc al allo allo_D -1.025 -0.163 -2.154 0.119
pax benthic pcr lake bc or allo allo_D -2.717 -0.045 0.39 -0.097
pax benthic pl lake bc or allo allo_D -0.131 -0.284 -1.05 0.01
pax benthic rab marine bc al allo allo_D NA NA NA NA
pax benthic rb stream bc or allo allo_D -1.48 -0.193 -0.333 -0.149
pax benthic res marine bc al allo allo_D -1.559 -0.205 -1.177 0.076
pax benthic roberts lake bc bc para para_D 1.187 -0.449 -3.808 0.032
pax benthic roberts stream bc bc para para_D 2.71 -0.507 -5.042 -0.038
pax benthic sj marine bc or allo allo_D -1.397 -0.152 -0.817 -0.071
pax benthic sk marine bc ns allo allo_D -1.587 -0.365 -0.91 0.029
pax benthic sr marine bc ns allo allo_D -1.913 -0.387 -0.531 0.032
pax benthic sr white bc ns allo allo_D -1.855 -0.375 -0.518 0.013
pax benthic stl lake bc or allo allo_D -0.105 -0.269 -0.978 -0.045
pax benthic wc stream bc or allo allo_D -1.866 -0.147 -0.295 -0.075
pax limnetic al marine bc ns allo allo_D -2.014 -0.217 -0.465 -8e-03
pax limnetic bea lake bc al allo allo_D -1.867 -0.097 -1.748 0.167
pax limnetic boot lake bc bc para para_D -3.345 -0.136 0.787 0.027
pax limnetic boot stream bc bc para para_D -0.858 -0.348 -1.894 0.092
pax limnetic cl marine bc ns allo allo_D -2.076 -0.18 -0.339 -0.033
pax limnetic cl white bc ns allo allo_D -1.948 -0.231 -0.518 -6e-03
pax limnetic constance lake bc sl allo allo_D 0.773 -0.109 -3.488 -0.036
pax limnetic constance stream bc sl allo allo_D -0.284 -0.149 -1.882 -0.097
pax limnetic cp marine bc ns allo allo_D -1.931 -0.289 -0.375 -0.025
pax limnetic cr stream bc or allo allo_D -1.483 -0.273 -0.013 -0.02
pax limnetic cs marine bc or allo allo_D -2.382 -0.278 0.689 -0.117
pax limnetic denmark marine bc ne allo allo_D -1.613 -0.154 -0.956 -0.022
pax limnetic geneva lake bc sl allo allo_D 0.082 -0.05 -2.352 -0.145
pax limnetic geneva stream bc sl allo allo_D 0.859 -0.298 -2.894 -0.093
pax limnetic hadsten lake bc ne allo allo_D -3.646 -0.018 0.758 0.011
pax limnetic hald lake bc ne allo allo_D -3.668 -0.076 0.628 0.075
pax limnetic japan japansea bc jp allo allo_D -1.457 -0.349 -0.368 -0.141
pax limnetic japan marine bc jp allo allo_D -1.878 -0.281 -0.278 -0.064
pax limnetic joes lake bc bc para para_D -3.699 -0.149 1.256 0.01
pax limnetic joes stream bc bc para para_D -4.073 -0.227 1.848 0.01
pax limnetic litcampbell marine bc bc para para_D -2.899 0.023 -0.178 0.019
pax limnetic ln marine bc ns allo allo_D -1.709 -0.226 -0.761 -0.016
pax limnetic lq benthic bc bc para para_D -0.488 -0.632 -1.805 0.018
pax limnetic lq limnetic bc bc para para_S -0.972 -0.306 -1.631 0.028
pax limnetic mariager marine bc ne allo allo_D -3.058 2e-03 -0.088 0.041
pax limnetic mh marine bc ns allo allo_D -1.82 -0.275 -0.633 4e-03
pax limnetic mh white bc ns allo allo_D -1.648 -0.218 -0.707 -0.04
pax limnetic misty lake bc bc para para_D -0.883 -0.456 -1.094 -0.023
pax limnetic misty stream bc bc para para_D 0.944 -0.278 -3.797 0.049
pax limnetic ms marine bc or allo allo_D -1.482 -0.159 -1 -0.013
pax limnetic mud lake bc al allo allo_D -2.992 -0.122 -0.017 0.09
pax limnetic pax benthic bc bc para para_D -0.623 -0.774 -1.431 -7e-03
pax limnetic pcr lake bc or allo allo_D -0.534 -0.144 -2.079 -0.018
pax limnetic pl lake bc or allo allo_D -1.591 -0.285 0.277 -0.03
pax limnetic rab marine bc al allo allo_D -4.45 -0.281 1.679 0.143
pax limnetic rb stream bc or allo allo_D -1.764 -0.248 -0.404 -0.049
pax limnetic res marine bc al allo allo_D -2.417 -0.135 0.108 -0.019
pax limnetic roberts lake bc bc para para_D 0.095 -0.18 -3.234 0.085
pax limnetic roberts stream bc bc para para_D -0.111 -0.149 -3.421 0.144
pax limnetic sj marine bc or allo allo_D -0.733 -0.216 -1.186 -0.116
pax limnetic sk marine bc ns allo allo_D -2.109 -0.239 -0.483 0.024
pax limnetic sr marine bc ns allo allo_D -1.818 -0.217 -0.6 -0.025
pax limnetic sr white bc ns allo allo_D -1.746 -0.213 -0.637 -0.036
pax limnetic stl lake bc or allo allo_D -1.501 -0.243 0.388 -0.06
pax limnetic wc stream bc or allo allo_D -1.261 -0.174 -1.227 -0.014
