pop1 ecotype1 pop2 ecotype2 geography ecology least.cost.distance euc.distance dist.to.coast1 dist.to.coast2
japan marine boot lake allo D 9325.2133681888 6488 5.72190050170233 7.46028713650605
japan marine boot stream allo D 9325.2133681888 6488 5.72190050170233 8.65079081347112
japan marine cl marine allo S 12981.3644333537 9872 5.72190050170233 1.3313493302831
japan marine cl white allo D 12981.3644333537 9872 5.72190050170233 1.3313493302831
japan marine constance lake allo D 16534.9703925591 9066 5.72190050170233 309.669173746895
japan marine constance stream allo D 16534.9703925591 9068 5.72190050170233 312.874383317611
japan marine cp marine allo S 12673.0633071613 9804 5.72190050170233 10.799793169396
japan marine denmark marine allo S 12697.1909088115 8243 5.72190050170233 6.47121154776154
japan marine geneva lake allo D 14631.2544609651 9274 5.72190050170233 276.805569090188
japan marine geneva stream allo D 14631.2544609651 9277 5.72190050170233 257.985717905614
japan marine japan japansea allo D NA 0 5.72190050170233 5.72190050170233
japan marine joes lake allo D 8643.15476606575 6348 5.72190050170233 32.9738197627999
japan marine joes stream allo D 8643.15476606575 6346 5.72190050170233 34.6727935777415
japan marine litcampbell marine allo S 9147.13200517932 6704 5.72190050170233 3.72077939069441
japan marine ln marine allo S 12609.0172879892 9792 5.72190050170233 43.5627804024789
japan marine mh marine allo S 12726.9552765856 9833 5.72190050170233 23.2791620087163
japan marine mh white allo D 12726.9552765856 9833 5.72190050170233 23.2791620087163
japan marine misty lake allo D 8649.52247691238 6357 5.72190050170233 30.0015494521578
japan marine misty stream allo D 8649.52247691238 6356 5.72190050170233 30.2022449210771
japan marine roberts lake allo D 9325.2133681888 6482 5.72190050170233 10.2596107335627
japan marine roberts stream allo D 9325.2133681888 6480 5.72190050170233 12.0492075753957
japan marine sk marine allo S 12623.8079149325 9791 5.72190050170233 35.9627143348956
japan marine sr marine allo S 12726.9552765856 9847 5.72190050170233 12.6560282118309
japan marine sr white allo D 12726.9552765856 9847 5.72190050170233 12.6560282118309
joes lake al marine allo D 11603.4802584517 4732 32.9738197627999 19.5545455227529
joes lake cl marine allo D 11911.781384644 4667 32.9738197627999 1.3313493302831
joes lake cl white allo D 11911.781384644 4667 32.9738197627999 1.3313493302831
joes lake cp marine allo D 11603.4802584517 4736 32.9738197627999 10.799793169396
joes lake joes stream para D NA 2 32.9738197627999 34.6727935777415
joes lake ln marine allo D 11539.4342392796 4776 32.9738197627999 43.5627804024789
joes lake mh marine allo D 11657.3722278759 4765 32.9738197627999 23.2791620087163
joes lake mh white allo D 11657.3722278759 4765 32.9738197627999 23.2791620087163
joes lake misty lake allo S 32.3152669297926 10 32.9738197627999 30.0015494521578
joes lake misty stream allo D 32.3152669297926 9 32.9738197627999 30.2022449210771
joes lake roberts lake allo S 874.352465348988 142 32.9738197627999 10.2596107335627
joes lake roberts stream allo D 874.352465348988 140 32.9738197627999 12.0492075753957
joes lake sk marine allo D 11554.2248662228 4769 32.9738197627999 35.9627143348956
joes lake sr marine allo D 11657.3722278759 4781 32.9738197627999 12.6560282118309
joes lake sr white allo D 11657.3722278759 4781 32.9738197627999 12.6560282118309
joes stream al marine allo D 11603.4802584517 4735 34.6727935777415 19.5545455227529
joes stream cl marine allo D 11911.781384644 4669 34.6727935777415 1.3313493302831
joes stream cl white allo D 11911.781384644 4669 34.6727935777415 1.3313493302831
joes stream cp marine allo D 11603.4802584517 4739 34.6727935777415 10.799793169396
joes stream ln marine allo D 11539.4342392796 4779 34.6727935777415 43.5627804024789
joes stream mh marine allo D 11657.3722278759 4768 34.6727935777415 23.2791620087163
joes stream mh white allo D 11657.3722278759 4768 34.6727935777415 23.2791620087163
joes stream misty lake allo D 32.3152669297926 12 34.6727935777415 30.0015494521578
joes stream misty stream allo S 32.3152669297926 11 34.6727935777415 30.2022449210771
joes stream roberts lake allo D 874.352465348988 144 34.6727935777415 10.2596107335627
joes stream roberts stream allo S 874.352465348988 142 34.6727935777415 12.0492075753957
joes stream sk marine allo D 11554.2248662228 4771 34.6727935777415 35.9627143348956
joes stream sr marine allo D 11657.3722278759 4783 34.6727935777415 12.6560282118309
joes stream sr white allo D 11657.3722278759 4783 34.6727935777415 12.6560282118309
litcampbell marine al marine allo S 12107.4574975653 4477 3.72077939069441 19.5545455227529
litcampbell marine boot lake allo D 222.63038059339 216 3.72077939069441 7.46028713650605
litcampbell marine boot stream allo D 222.63038059339 216 3.72077939069441 8.65079081347112
litcampbell marine cl marine allo S 12415.7586237576 4401 3.72077939069441 1.3313493302831
litcampbell marine cl white allo D 12415.7586237576 4401 3.72077939069441 1.3313493302831
litcampbell marine constance lake allo D 20471.4294264856 8350 5.04389141424376 309.669173746895
litcampbell marine constance stream allo D 20471.4294264856 8348 5.04389141424376 312.874383317611
litcampbell marine cp marine allo S 12107.4574975653 4482 3.72077939069441 10.799793169396
litcampbell marine geneva lake allo D 18575.2185913898 8334 5.04389141424376 276.805569090188
litcampbell marine geneva stream allo D 18575.2185913898 8352 5.04389141424376 257.985717905614
litcampbell marine joes lake allo D 696.271102339516 358 3.72077939069441 32.9738197627999
litcampbell marine joes stream allo D 696.271102339516 360 3.72077939069441 34.6727935777415
litcampbell marine ln marine allo S 12043.4114783932 4525 3.72077939069441 43.5627804024789
litcampbell marine mh marine allo S 12161.3494669895 4510 3.72077939069441 23.2791620087163
litcampbell marine mh white allo D 12161.3494669895 4510 3.72077939069441 23.2791620087163
litcampbell marine misty lake allo D 705.603862246115 349 3.72077939069441 30.0015494521578
litcampbell marine misty stream allo D 705.603862246115 350 3.72077939069441 30.2022449210771
litcampbell marine roberts lake allo D 222.63038059339 222 3.72077939069441 10.2596107335627
litcampbell marine roberts stream allo D 222.63038059339 224 3.72077939069441 12.0492075753957
litcampbell marine sk marine allo S 12058.2021053364 4517 3.72077939069441 35.9627143348956
litcampbell marine sr marine allo S 12161.3494669895 4525 3.72077939069441 12.6560282118309
litcampbell marine sr white allo D 12161.3494669895 4525 3.72077939069441 12.6560282118309
ln marine mh marine allo S 102.900705055758 77 43.5627804024789 23.2791620087163
ln marine mh white allo D 102.900705055758 77 43.5627804024789 23.2791620087163
ln marine sk marine para S 14.7906269432093 11 43.5627804024789 35.9627143348956
ln marine sr marine allo S 102.900705055758 81 43.5627804024789 12.6560282118309
ln marine sr white allo D 102.900705055758 81 43.5627804024789 12.6560282118309
lq benthic al marine allo D 12193.7187475335 4544 0.124008345442848 19.5545455227529
lq benthic bea lake allo D 2576.41940922851 2064 0.124008345442848 15.1764679280707
lq benthic boot lake allo D 120.373095562325 96 0.124008345442848 7.46028713650605
lq benthic boot stream allo D 120.373095562325 97 0.124008345442848 8.65079081347112
lq benthic cl marine allo D 12502.0198737258 4473 0.124008345442848 1.3313493302831
lq benthic cl white allo D 12502.0198737258 4473 0.124008345442848 1.3313493302831
lq benthic constance lake allo D 20559.1600885014 8338 0.753401946580214 309.669173746895
lq benthic constance stream allo D 20559.1600885014 8336 0.753401946580214 312.874383317611
lq benthic cp marine allo D 12193.7187475335 4549 0.124008345442848 10.799793169396
lq benthic cr stream allo D 735.302621886816 669 0.124008345442848 287.744678929334
lq benthic cs marine allo D 837.31568993805 675 0.124008345442848 1.48733134188384
lq benthic denmark marine allo D 14412.9225930159 7433 0.753401946580214 6.47121154776159
lq benthic geneva lake allo D 18662.9492534057 8327 0.753401946580214 276.805569090188
lq benthic geneva stream allo D 18662.9492534057 8345 0.753401946580214 257.985717905614
lq benthic hadsten lake allo D 14705.6984565328 7496 0.753401946580214 28.1229144248713
lq benthic hald lake allo D 14430.53436491 7469 0.753401946580214 50.825958263956
lq benthic japan japansea allo D 9233.39325514757 6584 0.124008345442848 5.72190050170233
lq benthic japan marine allo D 9233.39325514757 6584 0.124008345442848 5.72190050170233
lq benthic joes lake allo D 782.532352307757 241 0.124008345442848 32.9738197627999
lq benthic joes stream allo D 782.532352307757 243 0.124008345442848 34.6727935777415
lq benthic litcampbell marine allo D 121.948796553394 121 0.124008345442848 3.72077939069441
lq benthic ln marine allo D 12129.6727283614 4591 0.124008345442848 43.5627804024789
lq benthic lq limnetic para D NA 0 0.124008345442848 0.124008345442848
lq benthic mariager marine allo D 14599.9800241135 7462 0.753401946580214 37.7902832024181
lq benthic mh marine allo D 12247.6107169577 4577 0.124008345442848 23.2791620087163
lq benthic mh white allo D 12247.6107169577 4577 0.124008345442848 23.2791620087163
lq benthic misty lake allo D 791.865112214357 231 0.124008345442848 30.0015494521578
lq benthic misty stream allo D 791.865112214357 232 0.124008345442848 30.2022449210771
lq benthic ms marine allo D 735.302621886816 572 0.124008345442848 40.4648706327823
lq benthic mud lake allo D 2590.56785824853 2024 0.124008345442848 19.2616901263323
lq benthic pcr lake allo D 783.88431083487 730 0.124008345442848 248.697026831348
lq benthic pl lake allo D 783.88431083487 729 0.124008345442848 248.601702377802
lq benthic rab marine allo D 2590.56785824853 2021 0.124008345442848 24.1135004108647
lq benthic rb stream allo D 769.09368389166 631 0.124008345442848 91.3920533990718
lq benthic res marine allo D 2432.53472505636 1973 0.124008345442848 5.94376668715504
lq benthic roberts lake allo D 120.373095562325 102 0.124008345442848 10.2596107335627
lq benthic roberts stream allo D 120.373095562325 104 0.124008345442848 12.0492075753957
lq benthic sj marine allo D 783.88431083487 631 0.124008345442848 47.5330293943695
lq benthic sk marine allo D 12144.4633553046 4583 0.124008345442848 35.9627143348956
lq benthic sr marine allo D 12247.6107169577 4593 0.124008345442848 12.6560282118309
lq benthic sr white allo D 12247.6107169577 4593 0.124008345442848 12.6560282118309
lq benthic stl lake allo D 841.358007870003 693 0.124008345442848 17.6082564970015
lq benthic wc stream allo D 869.26674530302 725 0.124008345442848 20.2170101607027
lq limnetic al marine allo D 12193.7187475335 4544 0.124008345442848 19.5545455227529
lq limnetic bea lake allo D 2576.41940922851 2064 0.124008345442848 15.1764679280707
lq limnetic boot lake allo D 120.373095562325 96 0.124008345442848 7.46028713650605
lq limnetic boot stream allo D 120.373095562325 97 0.124008345442848 8.65079081347112
lq limnetic cl marine allo D 12502.0198737258 4473 0.124008345442848 1.3313493302831
lq limnetic cl white allo D 12502.0198737258 4473 0.124008345442848 1.3313493302831
lq limnetic constance lake allo D 20559.1600885014 8338 0.753401946580214 309.669173746895
lq limnetic constance stream allo D 20559.1600885014 8336 0.753401946580214 312.874383317611
lq limnetic cp marine allo D 12193.7187475335 4549 0.124008345442848 10.799793169396
lq limnetic cr stream allo D 735.302621886816 669 0.124008345442848 287.744678929334
lq limnetic cs marine allo D 837.31568993805 675 0.124008345442848 1.48733134188384
lq limnetic denmark marine allo D 14412.9225930159 7433 0.753401946580214 6.47121154776159
lq limnetic geneva lake allo D 18662.9492534057 8327 0.753401946580214 276.805569090188
lq limnetic geneva stream allo D 18662.9492534057 8345 0.753401946580214 257.985717905614
lq limnetic hadsten lake allo D 14705.6984565328 7496 0.753401946580214 28.1229144248713
lq limnetic hald lake allo D 14430.53436491 7469 0.753401946580214 50.825958263956
lq limnetic japan japansea allo D 9233.39325514757 6584 0.124008345442848 5.72190050170233
lq limnetic japan marine allo D 9233.39325514757 6584 0.124008345442848 5.72190050170233
lq limnetic joes lake allo D 782.532352307757 241 0.124008345442848 32.9738197627999
lq limnetic joes stream allo D 782.532352307757 243 0.124008345442848 34.6727935777415
lq limnetic litcampbell marine allo D 121.948796553394 121 0.124008345442848 3.72077939069441
lq limnetic ln marine allo D 12129.6727283614 4591 0.124008345442848 43.5627804024789
lq limnetic mariager marine allo D 14599.9800241135 7462 0.753401946580214 37.7902832024181
lq limnetic mh marine allo D 12247.6107169577 4577 0.124008345442848 23.2791620087163
lq limnetic mh white allo D 12247.6107169577 4577 0.124008345442848 23.2791620087163
lq limnetic misty lake allo D 791.865112214357 231 0.124008345442848 30.0015494521578
lq limnetic misty stream allo D 791.865112214357 232 0.124008345442848 30.2022449210771
lq limnetic ms marine allo D 735.302621886816 572 0.124008345442848 40.4648706327823
lq limnetic mud lake allo D 2590.56785824853 2024 0.124008345442848 19.2616901263323
lq limnetic pcr lake allo D 783.88431083487 730 0.124008345442848 248.697026831348
lq limnetic pl lake allo D 783.88431083487 729 0.124008345442848 248.601702377802
lq limnetic rab marine allo D 2590.56785824853 2021 0.124008345442848 24.1135004108647
lq limnetic rb stream allo D 769.09368389166 631 0.124008345442848 91.3920533990718
lq limnetic res marine allo D 2432.53472505636 1973 0.124008345442848 5.94376668715504
lq limnetic roberts lake allo D 120.373095562325 102 0.124008345442848 10.2596107335627
lq limnetic roberts stream allo D 120.373095562325 104 0.124008345442848 12.0492075753957
lq limnetic sj marine allo D 783.88431083487 631 0.124008345442848 47.5330293943695
lq limnetic sk marine allo D 12144.4633553046 4583 0.124008345442848 35.9627143348956
lq limnetic sr marine allo D 12247.6107169577 4593 0.124008345442848 12.6560282118309
lq limnetic sr white allo D 12247.6107169577 4593 0.124008345442848 12.6560282118309
lq limnetic stl lake allo D 841.358007870003 693 0.124008345442848 17.6082564970015
lq limnetic wc stream allo D 869.26674530302 725 0.124008345442848 20.2170101607027
mariager marine al marine allo S 7128.34238750564 4921 37.7902832024181 17.7034262798047
mariager marine bea lake allo D 12526.9799656279 6748 37.7902832024181 14.5206731368352
mariager marine boot lake allo D 14688.9138375358 7462 37.7902832024181 5.67597216838165
mariager marine boot stream allo D 14688.9138375358 7463 37.7902832024181 6.91833221364208
mariager marine cl marine allo S 7437.11553336365 5118 37.7902832024181 2.55735725140837
mariager marine cl white allo D 7437.11553336365 5118 37.7902832024181 2.55735725140837
mariager marine constance lake allo D 7424.62288640437 1039 37.7902832024181 309.669173746895
mariager marine constance stream allo D 7424.62288640437 1039 37.7902832024181 312.874383317611
mariager marine cp marine allo S 7128.34238750564 4912 37.7902832024181 9.43806083460371
mariager marine denmark marine allo S 361.657595373379 114 37.7902832024181 6.47121154776159
mariager marine geneva lake allo D 5528.41205130861 1178 37.7902832024181 276.805569090188
mariager marine geneva stream allo D 5528.41205130861 1187 37.7902832024181 257.985717905614
mariager marine japan japansea allo D 12855.6904072742 8157 37.7902832024181 5.72190050170233
mariager marine japan marine allo S 12855.6904072742 8157 37.7902832024181 5.72190050170233
mariager marine joes lake allo D 14008.3956910472 7485 37.7902832024181 31.2649491969665
mariager marine joes stream allo D 14008.3956910472 7486 37.7902832024181 33.0035423460137
mariager marine litcampbell marine allo S 14512.2493620977 7485 37.7902832024181 5.04389141424376
mariager marine ln marine allo S 7141.15273107707 4837 37.7902832024181 44.6415820125107
mariager marine mh marine allo S 7190.16903752635 4913 37.7902832024181 22.411722748908
mariager marine mh white allo D 7190.16903752635 4913 37.7902832024181 22.411722748908
mariager marine misty lake allo D 14008.3956910472 7482 37.7902832024181 29.5125087175889
mariager marine misty stream allo D 14008.3956910472 7482 37.7902832024181 29.5517026172354
mariager marine mud lake allo D 12534.0500727866 6744 37.7902832024181 20.0531727382859
mariager marine rab marine allo S 12534.0500727866 6771 37.7902832024181 24.4017841973993
mariager marine res marine allo S 12220.8582603752 6905 37.7902832024181 5.83281857119578
mariager marine roberts lake allo D 14688.9138375358 7451 37.7902832024181 8.59103806541302
mariager marine roberts stream allo D 14688.9138375358 7451 37.7902832024181 10.3882673261491
mariager marine sk marine allo S 7095.61866426587 4847 37.7902832024181 36.6348277359459
mariager marine sr marine allo S 7190.16903752635 4913 37.7902832024181 11.8394149646078
mariager marine sr white allo D 7190.16903752635 4913 37.7902832024181 11.8394149646078
mh marine mh white para D NA 0 23.2791620087163 23.2791620087163
mh marine sk marine allo S 96.6596016168679 69 23.2791620087163 35.9627143348956
mh marine sr marine para S NA 16 23.2791620087163 12.6560282118309
mh marine sr white para D NA 16 23.2791620087163 12.6560282118309
mh white sk marine allo D 96.6596016168679 69 23.2791620087163 35.9627143348956
mh white sr marine para D NA 16 23.2791620087163 12.6560282118309
mh white sr white para S NA 16 23.2791620087163 12.6560282118309
misty lake al marine allo D 11609.8479692983 4724 30.0015494521578 19.5545455227529
misty lake cl marine allo D 11918.1490954906 4658 30.0015494521578 1.3313493302831
misty lake cl white allo D 11918.1490954906 4658 30.0015494521578 1.3313493302831
misty lake cp marine allo D 11609.8479692983 4728 30.0015494521578 10.799793169396
misty lake ln marine allo D 11545.8019501262 4768 30.0015494521578 43.5627804024789
misty lake mh marine allo D 11663.7399387226 4757 30.0015494521578 23.2791620087163
misty lake mh white allo D 11663.7399387226 4757 30.0015494521578 23.2791620087163
misty lake misty stream para D NA 1 30.0015494521578 30.2022449210771
misty lake roberts lake allo S 883.685225255588 132 30.0015494521578 10.2596107335627
misty lake roberts stream allo D 883.685225255588 131 30.0015494521578 12.0492075753957
misty lake sk marine allo D 11560.5925770694 4760 30.0015494521578 35.9627143348956
misty lake sr marine allo D 11663.7399387226 4772 30.0015494521578 12.6560282118309
misty lake sr white allo D 11663.7399387226 4772 30.0015494521578 12.6560282118309
misty stream al marine allo D 11609.8479692983 4724 30.2022449210771 19.5545455227529
misty stream cl marine allo D 11918.1490954906 4659 30.2022449210771 1.3313493302831
misty stream cl white allo D 11918.1490954906 4659 30.2022449210771 1.3313493302831
misty stream cp marine allo D 11609.8479692983 4729 30.2022449210771 10.799793169396
misty stream ln marine allo D 11545.8019501262 4769 30.2022449210771 43.5627804024789
misty stream mh marine allo D 11663.7399387226 4758 30.2022449210771 23.2791620087163
misty stream mh white allo D 11663.7399387226 4758 30.2022449210771 23.2791620087163
misty stream roberts lake allo D 883.685225255588 133 30.2022449210771 10.2596107335627
misty stream roberts stream allo S 883.685225255588 132 30.2022449210771 12.0492075753957
misty stream sk marine allo D 11560.5925770694 4761 30.2022449210771 35.9627143348956
misty stream sr marine allo D 11663.7399387226 4773 30.2022449210771 12.6560282118309
misty stream sr white allo D 11663.7399387226 4773 30.2022449210771 12.6560282118309
ms marine al marine allo S 12332.2393597195 4719 40.4648706327823 19.5545455227529
ms marine bea lake allo D 2714.94002141447 2548 40.4648706327823 15.1764679280707
ms marine boot lake allo D 827.122734928047 625 40.4648706327823 7.46028713650605
ms marine boot stream allo D 827.122734928047 625 40.4648706327823 8.65079081347112
ms marine cl marine allo S 12640.5404859118 4624 40.4648706327823 1.3313493302831
ms marine cl white allo D 12640.5404859118 4624 40.4648706327823 1.3313493302831
ms marine constance lake allo D 20685.8483488633 8810 40.5258814650889 309.669173746895
ms marine constance stream allo D 20685.8483488633 8807 40.5258814650889 312.874383317611
ms marine cp marine allo S 12332.2393597195 4724 40.4648706327823 10.799793169396
ms marine denmark marine allo S 14539.6108533778 7929 40.5258814650889 6.47121154776159
ms marine geneva lake allo D 18789.6375137675 8785 40.5258814650889 276.805569090188
ms marine geneva stream allo D 18789.6375137675 8804 40.5258814650889 257.985717905614
ms marine hadsten lake allo D 14832.3867168947 7996 40.5258814650889 28.1229144248713
ms marine hald lake allo D 14557.2226252718 7967 40.5258814650889 50.825958263956
ms marine japan japansea allo D 9371.91386733352 6928 40.4648706327823 5.72190050170233
ms marine japan marine allo S 9371.91386733352 6928 40.4648706327823 5.72190050170233
ms marine joes lake allo D 921.052964493713 707 40.4648706327823 32.9738197627999
ms marine joes stream allo D 921.052964493713 707 40.4648706327823 34.6727935777415
ms marine litcampbell marine allo S 649.041371918574 502 40.4648706327823 3.72077939069441
ms marine ln marine allo S 12268.1933405474 4774 40.4648706327823 43.5627804024789
ms marine mariager marine allo S 14726.6682844754 7962 40.5258814650889 37.7902832024181
ms marine mh marine allo S 12386.1313291437 4751 40.4648706327823 23.2791620087163
ms marine mh white allo D 12386.1313291437 4751 40.4648706327823 23.2791620087163
ms marine misty lake allo D 930.385724400313 702 40.4648706327823 30.0015494521578
ms marine misty stream allo D 930.385724400313 702 40.4648706327823 30.2022449210771
ms marine mud lake allo D 2729.08847043449 2510 40.4648706327823 19.2616901263323
ms marine pcr lake allo D 69.7433265976252 231 40.4648706327823 248.697026831348
ms marine pl lake allo D 69.7433265976252 231 40.4648706327823 248.601702377802
ms marine rab marine allo S 2729.08847043449 2503 40.4648706327823 24.1135004108647
ms marine rb stream allo D 54.9526996544151 71 40.4648706327823 91.3920533990718
ms marine res marine allo S 2571.05533724231 2437 40.4648706327823 5.94376668715504
ms marine roberts lake allo D 827.122734928047 637 40.4648706327823 10.2596107335627
ms marine roberts stream allo D 827.122734928047 638 40.4648706327823 12.0492075753957
ms marine sj marine allo S 69.7433265976252 59 40.4648706327823 47.5330293943695
ms marine sk marine allo S 12282.9839674906 4765 40.4648706327823 35.9627143348956
ms marine sr marine allo S 12386.1313291437 4765 40.4648706327823 12.6560282118309
ms marine sr white allo D 12386.1313291437 4765 40.4648706327823 12.6560282118309
ms marine stl lake allo D 130.749317336086 128 40.4648706327823 17.6082564970015
ms marine wc stream allo D 162.190294397677 162 40.4648706327823 20.2170101607027
mud lake al marine allo D 10135.3504138091 5534 19.2616901263323 19.5545455227529
mud lake boot lake allo S 2682.38797128976 1937 19.2616901263323 7.46028713650605
mud lake boot stream allo D 2682.38797128976 1937 19.2616901263323 8.65079081347112
mud lake cl marine allo D 10443.6515400014 5537 19.2616901263323 1.3313493302831
mud lake cl white allo D 10443.6515400014 5537 19.2616901263323 1.3313493302831
mud lake constance lake allo S 18493.2301371745 7752 20.0531727382859 309.669173746895
mud lake constance stream allo D 18493.2301371745 7751 20.0531727382859 312.874383317611
mud lake cp marine allo D 10135.3504138091 5535 19.2616901263323 10.799793169396
mud lake denmark marine allo D 12346.992641689 6753 20.0531727382859 6.47121154776159
mud lake geneva lake allo S 16597.0193020788 7819 20.0531727382859 276.805569090188
mud lake geneva stream allo D 16597.0193020788 7834 20.0531727382859 257.985717905614
mud lake japan japansea allo D 7175.02492142316 4692 19.2616901263323 5.72190050170233
mud lake japan marine allo D 7175.02492142316 4692 19.2616901263323 5.72190050170233
mud lake joes lake allo S 2000.32936916672 1819 19.2616901263323 32.9738197627999
mud lake joes stream allo D 2000.32936916672 1818 19.2616901263323 34.6727935777415
mud lake litcampbell marine allo D 2504.30660828029 2141 19.2616901263323 3.72077939069441
mud lake ln marine allo D 10071.304394637 5549 19.2616901263323 43.5627804024789
mud lake mh marine allo D 10189.2423832333 5566 19.2616901263323 23.2791620087163
mud lake mh white allo D 10189.2423832333 5566 19.2616901263323 23.2791620087163
mud lake misty lake allo S 2006.69708001335 1826 19.2616901263323 30.0015494521578
mud lake misty stream allo D 2006.69708001335 1825 19.2616901263323 30.2022449210771
mud lake rab marine allo D NA 28 19.2616901263323 24.1135004108647
mud lake res marine allo D 351.991973707272 162 19.2616901263323 5.94376668715504
mud lake roberts lake allo S 2682.38797128976 1928 19.2616901263323 10.2596107335627
mud lake roberts stream allo D 2682.38797128976 1926 19.2616901263323 12.0492075753957
mud lake sk marine allo D 10086.0950215802 5545 19.2616901263323 35.9627143348956
mud lake sr marine allo D 10189.2423832333 5582 19.2616901263323 12.6560282118309
mud lake sr white allo D 10189.2423832333 5582 19.2616901263323 12.6560282118309
pax benthic al marine allo D 12212.7796105227 4571 0.32637493931513 19.5545455227529
pax benthic bea lake allo D 2595.48027221768 2041 0.32637493931513 15.1764679280707
pax benthic boot lake allo D 78.4804701225643 67 0.32637493931513 7.46028713650605
pax benthic boot stream allo D 78.4804701225643 68 0.32637493931513 8.65079081347112
pax benthic cl marine allo D 12521.080736715 4500 0.32637493931513 1.3313493302831
pax benthic cl white allo D 12521.080736715 4500 0.32637493931513 1.3313493302831
pax benthic constance lake allo D 20579.2315976061 8349 0.484833837068192 309.669173746895
pax benthic constance stream allo D 20579.2315976061 8347 0.484833837068192 312.874383317611
pax benthic cp marine allo D 12212.7796105227 4575 0.32637493931513 10.799793169396
pax benthic cr stream allo D 754.36348487598 687 0.32637493931513 287.744678929334
pax benthic cs marine allo D 856.376552927214 681 0.32637493931513 1.48733134188384
pax benthic denmark marine allo D 14432.9941021205 7442 0.484833837068192 6.47121154776159
pax benthic geneva lake allo D 18683.0207625103 8339 0.484833837068192 276.805569090188
pax benthic geneva stream allo D 18683.0207625103 8357 0.484833837068192 257.985717905614
pax benthic hadsten lake allo D 14725.7699656374 7504 0.484833837068192 28.1229144248713
pax benthic hald lake allo D 14450.6058740146 7478 0.484833837068192 50.825958263956
pax benthic japan japansea allo D 9252.45411813673 6556 0.32637493931513 5.72190050170233
pax benthic japan marine allo D 9252.45411813673 6556 0.32637493931513 5.72190050170233
pax benthic joes lake allo D 801.593215296921 211 0.32637493931513 32.9738197627999
pax benthic joes stream allo D 801.593215296921 213 0.32637493931513 34.6727935777415
pax benthic litcampbell marine allo D 141.009659542558 148 0.32637493931513 3.72077939069441
pax benthic ln marine allo D 12148.7335913506 4617 0.32637493931513 43.5627804024789
pax benthic lq benthic allo S 28.7934240239749 30 0.32637493931513 0.124008345442848
pax benthic lq limnetic allo D 28.7934240239749 30 0.32637493931513 0.124008345442848
pax benthic mariager marine allo D 14620.0515332181 7470 0.484833837068192 37.7902832024181
pax benthic mh marine allo D 12266.6715799469 4604 0.32637493931513 23.2791620087163
pax benthic mh white allo D 12266.6715799469 4604 0.32637493931513 23.2791620087163
pax benthic misty lake allo D 810.925975203521 202 0.32637493931513 30.0015494521578
pax benthic misty stream allo D 810.925975203521 203 0.32637493931513 30.2022449210771
pax benthic ms marine allo D 754.36348487598 580 0.32637493931513 40.4648706327823
pax benthic mud lake allo D 2609.62872123769 2001 0.32637493931513 19.2616901263323
pax benthic pcr lake allo D 802.945173824034 745 0.32637493931513 248.697026831348
pax benthic pl lake allo D 802.945173824034 745 0.32637493931513 248.601702377802
pax benthic rab marine allo D 2609.62872123769 1997 0.32637493931513 24.1135004108647
pax benthic rb stream allo D 788.154546880824 641 0.32637493931513 91.3920533990718
pax benthic res marine allo D 2451.59558804552 1949 0.32637493931513 5.94376668715504
pax benthic roberts lake allo D 78.4804701225643 75 0.32637493931513 10.2596107335627
pax benthic roberts stream allo D 78.4804701225643 76 0.32637493931513 12.0492075753957
pax benthic sj marine allo D 802.945173824034 639 0.32637493931513 47.5330293943695
pax benthic sk marine allo D 12163.5242182938 4609 0.32637493931513 35.9627143348956
pax benthic sr marine allo D 12266.6715799469 4619 0.32637493931513 12.6560282118309
pax benthic sr white allo D 12266.6715799469 4619 0.32637493931513 12.6560282118309
pax benthic stl lake allo D 860.418870859167 699 0.32637493931513 17.6082564970015
pax benthic wc stream allo D 888.327608292184 731 0.32637493931513 20.2170101607027
pax limnetic al marine allo D 12212.7796105227 4571 0.32637493931513 19.5545455227529
pax limnetic bea lake allo D 2595.48027221768 2041 0.32637493931513 15.1764679280707
pax limnetic boot lake allo D 78.4804701225643 67 0.32637493931513 7.46028713650605
pax limnetic boot stream allo D 78.4804701225643 68 0.32637493931513 8.65079081347112
pax limnetic cl marine allo D 12521.080736715 4500 0.32637493931513 1.3313493302831
pax limnetic cl white allo D 12521.080736715 4500 0.32637493931513 1.3313493302831
pax limnetic constance lake allo D 20579.2315976061 8349 0.484833837068192 309.669173746895
pax limnetic constance stream allo D 20579.2315976061 8347 0.484833837068192 312.874383317611
pax limnetic cp marine allo D 12212.7796105227 4575 0.32637493931513 10.799793169396
pax limnetic cr stream allo D 754.36348487598 687 0.32637493931513 287.744678929334
pax limnetic cs marine allo D 856.376552927214 681 0.32637493931513 1.48733134188384
pax limnetic denmark marine allo D 14432.9941021205 7442 0.484833837068192 6.47121154776159
pax limnetic geneva lake allo D 18683.0207625103 8339 0.484833837068192 276.805569090188
pax limnetic geneva stream allo D 18683.0207625103 8357 0.484833837068192 257.985717905614
pax limnetic hadsten lake allo D 14725.7699656374 7504 0.484833837068192 28.1229144248713
pax limnetic hald lake allo D 14450.6058740146 7478 0.484833837068192 50.825958263956
pax limnetic japan japansea allo D 9252.45411813673 6556 0.32637493931513 5.72190050170233
pax limnetic japan marine allo D 9252.45411813673 6556 0.32637493931513 5.72190050170233
pax limnetic joes lake allo D 801.593215296921 211 0.32637493931513 32.9738197627999
