pop1 ecotype1 pop2 ecotype2 geography ecology least.cost.distance euc.distance dist.to.coast1 dist.to.coast2
pax limnetic joes stream allo D 801.593215296921 213 0.32637493931513 34.6727935777415
pax limnetic litcampbell marine allo D 141.009659542558 148 0.32637493931513 3.72077939069441
pax limnetic ln marine allo D 12148.7335913506 4617 0.32637493931513 43.5627804024789
pax limnetic lq benthic allo D 28.7934240239749 30 0.32637493931513 0.124008345442848
pax limnetic lq limnetic allo S 28.7934240239749 30 0.32637493931513 0.124008345442848
pax limnetic mariager marine allo D 14620.0515332181 7470 0.484833837068192 37.7902832024181
pax limnetic mh marine allo D 12266.6715799469 4604 0.32637493931513 23.2791620087163
pax limnetic mh white allo D 12266.6715799469 4604 0.32637493931513 23.2791620087163
pax limnetic misty lake allo D 810.925975203521 202 0.32637493931513 30.0015494521578
pax limnetic misty stream allo D 810.925975203521 203 0.32637493931513 30.2022449210771
pax limnetic ms marine allo D 754.36348487598 580 0.32637493931513 40.4648706327823
pax limnetic mud lake allo D 2609.62872123769 2001 0.32637493931513 19.2616901263323
pax limnetic pax benthic para D NA 0 0.32637493931513 0.32637493931513
pax limnetic pcr lake allo D 802.945173824034 745 0.32637493931513 248.697026831348
pax limnetic pl lake allo D 802.945173824034 745 0.32637493931513 248.601702377802
pax limnetic rab marine allo D 2609.62872123769 1997 0.32637493931513 24.1135004108647
pax limnetic rb stream allo D 788.154546880824 641 0.32637493931513 91.3920533990718
pax limnetic res marine allo D 2451.59558804552 1949 0.32637493931513 5.94376668715504
pax limnetic roberts lake allo D 78.4804701225643 75 0.32637493931513 10.2596107335627
pax limnetic roberts stream allo D 78.4804701225643 76 0.32637493931513 12.0492075753957
pax limnetic sj marine allo D 802.945173824034 639 0.32637493931513 47.5330293943695
pax limnetic sk marine allo D 12163.5242182938 4609 0.32637493931513 35.9627143348956
pax limnetic sr marine allo D 12266.6715799469 4619 0.32637493931513 12.6560282118309
pax limnetic sr white allo D 12266.6715799469 4619 0.32637493931513 12.6560282118309
pax limnetic stl lake allo D 860.418870859167 699 0.32637493931513 17.6082564970015
pax limnetic wc stream allo D 888.327608292184 731 0.32637493931513 20.2170101607027
pcr lake al marine allo D 12380.8210486675 4591 248.697026831348 19.5545455227529
pcr lake bea lake allo S 2763.52171036252 2757 248.697026831348 15.1764679280707
pcr lake boot lake allo S 875.704423876101 800 248.697026831348 7.46028713650605
pcr lake boot stream allo D 875.704423876101 800 248.697026831348 8.65079081347112
pcr lake cl marine allo D 12689.1221748598 4489 248.697026831348 1.3313493302831
pcr lake cl white allo D 12689.1221748598 4489 248.697026831348 1.3313493302831
pcr lake constance lake allo S 20770.9960981584 8814 227.8081144468 309.669173746895
pcr lake constance stream allo D 20770.9960981584 8812 227.8081144468 312.874383317611
pcr lake cp marine allo D 12380.8210486675 4597 248.697026831348 10.799793169396
pcr lake denmark marine allo D 14624.7586026729 7952 227.8081144468 6.47121154776159
pcr lake geneva lake allo S 18874.7852630626 8781 227.8081144468 276.805569090188
pcr lake geneva stream allo D 18874.7852630626 8800 227.8081144468 257.985717905614
pcr lake hadsten lake allo S 14917.5344661897 8023 227.8081144468 28.1229144248713
pcr lake hald lake allo S 14642.3703745669 7993 227.8081144468 50.825958263956
pcr lake japan japansea allo D 9420.49555628158 7159 248.697026831348 5.72190050170233
pcr lake japan marine allo D 9420.49555628158 7159 248.697026831348 5.72190050170233
pcr lake joes lake allo S 969.634653441767 902 248.697026831348 32.9738197627999
pcr lake joes stream allo D 969.634653441767 902 248.697026831348 34.6727935777415
pcr lake litcampbell marine allo D 697.623060866628 634 248.697026831348 3.72077939069441
pcr lake ln marine allo D 12316.7750294954 4650 248.697026831348 43.5627804024789
pcr lake mariager marine allo D 14811.8160337705 7990 227.8081144468 37.7902832024181
pcr lake mh marine allo D 12434.7130180917 4623 248.697026831348 23.2791620087163
pcr lake mh white allo D 12434.7130180917 4623 248.697026831348 23.2791620087163
pcr lake misty lake allo S 978.967413348367 896 248.697026831348 30.0015494521578
pcr lake misty stream allo D 978.967413348367 897 248.697026831348 30.2022449210771
pcr lake mud lake allo S 2777.67015938254 2718 248.697026831348 19.2616901263323
pcr lake pl lake allo S NA 0 248.697026831348 248.601702377802
pcr lake rab marine allo D 2777.67015938254 2712 248.697026831348 24.1135004108647
pcr lake rb stream allo D 14.79062694321 164 248.697026831348 91.3920533990718
pcr lake res marine allo D 2619.63702619037 2651 248.697026831348 5.94376668715504
pcr lake roberts lake allo S 875.704423876101 811 248.697026831348 10.2596107335627
pcr lake roberts stream allo D 875.704423876101 813 248.697026831348 12.0492075753957
pcr lake sj marine allo D NA 204 248.697026831348 47.5330293943695
pcr lake sk marine allo D 12331.5656564386 4641 248.697026831348 35.9627143348956
pcr lake sr marine allo D 12434.7130180917 4637 248.697026831348 12.6560282118309
pcr lake sr white allo D 12434.7130180917 4637 248.697026831348 12.6560282118309
pcr lake stl lake allo S 61.0384580176789 236 248.697026831348 17.6082564970015
pcr lake wc stream allo D 92.5118747016037 248 248.697026831348 20.2170101607027
pl lake al marine allo D 12380.8210486675 4591 248.601702377802 19.5545455227529
pl lake bea lake allo S 2763.52171036252 2756 248.601702377802 15.1764679280707
pl lake boot lake allo S 875.704423876101 800 248.601702377802 7.46028713650605
pl lake boot stream allo D 875.704423876101 799 248.601702377802 8.65079081347112
pl lake cl marine allo D 12689.1221748598 4488 248.601702377802 1.3313493302831
pl lake cl white allo D 12689.1221748598 4488 248.601702377802 1.3313493302831
pl lake constance lake allo S 20770.9960981584 8814 227.728203867456 309.669173746895
pl lake constance stream allo D 20770.9960981584 8812 227.728203867456 312.874383317611
pl lake cp marine allo D 12380.8210486675 4597 248.601702377802 10.799793169396
pl lake denmark marine allo D 14624.7586026729 7952 227.728203867456 6.47121154776159
pl lake geneva lake allo S 18874.7852630626 8781 227.728203867456 276.805569090188
pl lake geneva stream allo D 18874.7852630626 8799 227.728203867456 257.985717905614
pl lake hadsten lake allo S 14917.5344661897 8023 227.728203867456 28.1229144248713
pl lake hald lake allo S 14642.3703745669 7993 227.728203867456 50.825958263956
pl lake japan japansea allo D 9420.49555628158 7159 248.601702377802 5.72190050170233
pl lake japan marine allo D 9420.49555628158 7159 248.601702377802 5.72190050170233
pl lake joes lake allo S 969.634653441767 902 248.601702377802 32.9738197627999
pl lake joes stream allo D 969.634653441767 902 248.601702377802 34.6727935777415
pl lake litcampbell marine allo D 697.623060866628 634 248.601702377802 3.72077939069441
pl lake ln marine allo D 12316.7750294954 4650 248.601702377802 43.5627804024789
pl lake mariager marine allo D 14811.8160337705 7989 227.728203867456 37.7902832024181
pl lake mh marine allo D 12434.7130180917 4623 248.601702377802 23.2791620087163
pl lake mh white allo D 12434.7130180917 4623 248.601702377802 23.2791620087163
pl lake misty lake allo S 978.967413348367 896 248.601702377802 30.0015494521578
pl lake misty stream allo D 978.967413348367 896 248.601702377802 30.2022449210771
pl lake mud lake allo S 2777.67015938254 2718 248.601702377802 19.2616901263323
pl lake rab marine allo D 2777.67015938254 2712 248.601702377802 24.1135004108647
pl lake rb stream allo D 14.79062694321 164 248.601702377802 91.3920533990718
pl lake res marine allo D 2619.63702619037 2651 248.601702377802 5.94376668715504
pl lake roberts lake allo S 875.704423876101 811 248.601702377802 10.2596107335627
pl lake roberts stream allo D 875.704423876101 812 248.601702377802 12.0492075753957
pl lake sj marine allo D NA 204 248.601702377802 47.5330293943695
pl lake sk marine allo D 12331.5656564386 4641 248.601702377802 35.9627143348956
pl lake sr marine allo D 12434.7130180917 4637 248.601702377802 12.6560282118309
pl lake sr white allo D 12434.7130180917 4637 248.601702377802 12.6560282118309
pl lake stl lake allo S 61.0384580176789 236 248.601702377802 17.6082564970015
pl lake wc stream allo D 92.5118747016037 248 248.601702377802 20.2170101607027
pri benthic al marine allo D 12220.8064576524 4572 1.56296286289695 19.5545455227529
pri benthic bea lake allo D 2603.50711934742 2036 1.56296286289695 15.1764679280707
pri benthic boot lake allo D 86.5073172523092 63 1.56296286289695 7.46028713650605
pri benthic boot stream allo D 86.5073172523092 63 1.56296286289695 8.65079081347112
pri benthic cl marine allo D 12529.1075838447 4502 1.56296286289695 1.3313493302831
pri benthic cl white allo D 12529.1075838447 4502 1.56296286289695 1.3313493302831
pri benthic constance lake allo D 20579.2315976061 8347 0.139377384949594 309.669173746895
pri benthic constance stream allo D 20579.2315976061 8345 0.139377384949594 312.874383317611
pri benthic cp marine allo D 12220.8064576524 4577 1.56296286289695 10.799793169396
pri benthic cr stream allo D 762.390332005727 692 1.56296286289695 287.744678929334
pri benthic cs marine allo D 864.403400056961 685 1.56296286289695 1.48733134188384
pri benthic denmark marine allo D 14432.9941021205 7440 0.139377384949594 6.47121154776159
pri benthic geneva lake allo D 18683.0207625103 8337 0.139377384949594 276.805569090188
pri benthic geneva stream allo D 18683.0207625103 8355 0.139377384949594 257.985717905614
pri benthic hadsten lake allo D 14725.7699656374 7502 0.139377384949594 28.1229144248713
pri benthic hald lake allo D 14450.6058740146 7475 0.139377384949594 50.825958263956
pri benthic japan japansea allo D 9260.48096526648 6551 1.56296286289695 5.72190050170233
pri benthic japan marine allo D 9260.48096526648 6551 1.56296286289695 5.72190050170233
pri benthic joes lake allo D 809.620062426668 207 1.56296286289695 32.9738197627999
pri benthic joes stream allo D 809.620062426668 209 1.56296286289695 34.6727935777415
pri benthic litcampbell marine allo D 149.036506672304 153 1.56296286289695 3.72077939069441
pri benthic ln marine allo D 12156.7604384803 4619 1.56296286289695 43.5627804024789
pri benthic lq benthic allo S 36.8202711537215 34 1.56296286289695 0.124008345442848
pri benthic lq limnetic allo D 36.8202711537215 34 1.56296286289695 0.124008345442848
pri benthic mariager marine allo D 14620.0515332181 7467 0.139377384949594 37.7902832024181
pri benthic mh marine allo D 12274.6984270766 4605 1.56296286289695 23.2791620087163
pri benthic mh white allo D 12274.6984270766 4605 1.56296286289695 23.2791620087163
pri benthic misty lake allo D 818.952822333267 197 1.56296286289695 30.0015494521578
pri benthic misty stream allo D 818.952822333267 198 1.56296286289695 30.2022449210771
pri benthic ms marine allo D 762.390332005727 585 1.56296286289695 40.4648706327823
pri benthic mud lake allo D 2617.65556836744 1996 1.56296286289695 19.2616901263323
pri benthic pax benthic allo S 27.222463145725 5 1.56296286289695 0.32637493931513
pri benthic pax limnetic allo D 27.222463145725 5 1.56296286289695 0.32637493931513
pri benthic pcr lake allo D 810.97202095378 750 1.56296286289695 248.697026831348
pri benthic pl lake allo D 810.97202095378 749 1.56296286289695 248.601702377802
pri benthic rab marine allo D 2617.65556836744 1992 1.56296286289695 24.1135004108647
pri benthic rb stream allo D 796.18139401057 645 1.56296286289695 91.3920533990718
pri benthic res marine allo D 2459.62243517527 1944 1.56296286289695 5.94376668715504
pri benthic roberts lake allo D 86.5073172523092 70 1.56296286289695 10.2596107335627
pri benthic roberts stream allo D 86.5073172523092 72 1.56296286289695 12.0492075753957
pri benthic sj marine allo D 810.97202095378 644 1.56296286289695 47.5330293943695
pri benthic sk marine allo D 12171.5510654235 4611 1.56296286289695 35.9627143348956
pri benthic sr marine allo D 12274.6984270766 4621 1.56296286289695 12.6560282118309
pri benthic sr white allo D 12274.6984270766 4621 1.56296286289695 12.6560282118309
pri benthic stl lake allo D 868.445717988914 703 1.56296286289695 17.6082564970015
pri benthic wc stream allo D 896.354455421931 735 1.56296286289695 20.2170101607027
pri limnetic al marine allo D 12220.8064576524 4572 1.56296286289695 19.5545455227529
pri limnetic bea lake allo D 2603.50711934742 2036 1.56296286289695 15.1764679280707
pri limnetic boot lake allo D 86.5073172523092 63 1.56296286289695 7.46028713650605
pri limnetic boot stream allo D 86.5073172523092 63 1.56296286289695 8.65079081347112
pri limnetic cl marine allo D 12529.1075838447 4502 1.56296286289695 1.3313493302831
pri limnetic cl white allo D 12529.1075838447 4502 1.56296286289695 1.3313493302831
pri limnetic constance lake allo D 20579.2315976061 8347 0.139377384949594 309.669173746895
pri limnetic constance stream allo D 20579.2315976061 8345 0.139377384949594 312.874383317611
pri limnetic cp marine allo D 12220.8064576524 4577 1.56296286289695 10.799793169396
pri limnetic cr stream allo D 762.390332005727 692 1.56296286289695 287.744678929334
pri limnetic cs marine allo D 864.403400056961 685 1.56296286289695 1.48733134188384
pri limnetic denmark marine allo D 14432.9941021205 7440 0.139377384949594 6.47121154776159
pri limnetic geneva lake allo D 18683.0207625103 8337 0.139377384949594 276.805569090188
pri limnetic geneva stream allo D 18683.0207625103 8355 0.139377384949594 257.985717905614
pri limnetic hadsten lake allo D 14725.7699656374 7502 0.139377384949594 28.1229144248713
pri limnetic hald lake allo D 14450.6058740146 7475 0.139377384949594 50.825958263956
pri limnetic japan japansea allo D 9260.48096526648 6551 1.56296286289695 5.72190050170233
pri limnetic japan marine allo D 9260.48096526648 6551 1.56296286289695 5.72190050170233
pri limnetic joes lake allo D 809.620062426668 207 1.56296286289695 32.9738197627999
pri limnetic joes stream allo D 809.620062426668 209 1.56296286289695 34.6727935777415
pri limnetic litcampbell marine allo D 149.036506672304 153 1.56296286289695 3.72077939069441
pri limnetic ln marine allo D 12156.7604384803 4619 1.56296286289695 43.5627804024789
pri limnetic lq benthic allo D 36.8202711537215 34 1.56296286289695 0.124008345442848
pri limnetic lq limnetic allo S 36.8202711537215 34 1.56296286289695 0.124008345442848
pri limnetic mariager marine allo D 14620.0515332181 7467 0.139377384949594 37.7902832024181
pri limnetic mh marine allo D 12274.6984270766 4605 1.56296286289695 23.2791620087163
pri limnetic mh white allo D 12274.6984270766 4605 1.56296286289695 23.2791620087163
pri limnetic misty lake allo D 818.952822333267 197 1.56296286289695 30.0015494521578
pri limnetic misty stream allo D 818.952822333267 198 1.56296286289695 30.2022449210771
pri limnetic ms marine allo D 762.390332005727 585 1.56296286289695 40.4648706327823
pri limnetic mud lake allo D 2617.65556836744 1996 1.56296286289695 19.2616901263323
pri limnetic pax benthic allo D 27.222463145725 5 1.56296286289695 0.32637493931513
pri limnetic pax limnetic allo S 27.222463145725 5 1.56296286289695 0.32637493931513
pri limnetic pcr lake allo D 810.97202095378 750 1.56296286289695 248.697026831348
pri limnetic pl lake allo D 810.97202095378 749 1.56296286289695 248.601702377802
pri limnetic pri benthic para D NA 0 1.56296286289695 1.56296286289695
pri limnetic rab marine allo D 2617.65556836744 1992 1.56296286289695 24.1135004108647
pri limnetic rb stream allo D 796.18139401057 645 1.56296286289695 91.3920533990718
pri limnetic res marine allo D 2459.62243517527 1944 1.56296286289695 5.94376668715504
pri limnetic roberts lake allo D 86.5073172523092 70 1.56296286289695 10.2596107335627
pri limnetic roberts stream allo D 86.5073172523092 72 1.56296286289695 12.0492075753957
pri limnetic sj marine allo D 810.97202095378 644 1.56296286289695 47.5330293943695
pri limnetic sk marine allo D 12171.5510654235 4611 1.56296286289695 35.9627143348956
pri limnetic sr marine allo D 12274.6984270766 4621 1.56296286289695 12.6560282118309
pri limnetic sr white allo D 12274.6984270766 4621 1.56296286289695 12.6560282118309
pri limnetic stl lake allo D 868.445717988914 703 1.56296286289695 17.6082564970015
pri limnetic wc stream allo D 896.354455421931 735 1.56296286289695 20.2170101607027
rab marine al marine allo S 10135.3504138091 5554 24.1135004108647 19.5545455227529
rab marine boot lake allo D 2682.38797128976 1933 24.1135004108647 7.46028713650605
rab marine boot stream allo D 2682.38797128976 1933 24.1135004108647 8.65079081347112
rab marine cl marine allo S 10443.6515400014 5557 24.1135004108647 1.3313493302831
rab marine cl white allo D 10443.6515400014 5557 24.1135004108647 1.3313493302831
rab marine constance lake allo D 18493.2301371745 7780 24.4017841973993 309.669173746895
rab marine constance stream allo D 18493.2301371745 7779 24.4017841973993 312.874383317611
rab marine cp marine allo S 10135.3504138091 5555 24.1135004108647 10.799793169396
rab marine denmark marine allo S 12346.992641689 6781 24.4017841973993 6.47121154776159
rab marine geneva lake allo D 16597.0193020788 7847 24.4017841973993 276.805569090188
rab marine geneva stream allo D 16597.0193020788 7862 24.4017841973993 257.985717905614
rab marine japan japansea allo D 7175.02492142316 4684 24.1135004108647 5.72190050170233
rab marine japan marine allo S 7175.02492142316 4684 24.1135004108647 5.72190050170233
rab marine joes lake allo D 2000.32936916672 1814 24.1135004108647 32.9738197627999
rab marine joes stream allo D 2000.32936916672 1813 24.1135004108647 34.6727935777415
rab marine litcampbell marine allo S 2504.30660828029 2138 24.1135004108647 3.72077939069441
rab marine ln marine allo S 10071.304394637 5570 24.1135004108647 43.5627804024789
rab marine mh marine allo S 10189.2423832333 5586 24.1135004108647 23.2791620087163
rab marine mh white allo D 10189.2423832333 5586 24.1135004108647 23.2791620087163
rab marine misty lake allo D 2006.69708001335 1821 24.1135004108647 30.0015494521578
rab marine misty stream allo D 2006.69708001335 1820 24.1135004108647 30.2022449210771
rab marine res marine allo S 351.991973707272 135 24.1135004108647 5.94376668715504
rab marine roberts lake allo D 2682.38797128976 1924 24.1135004108647 10.2596107335627
rab marine roberts stream allo D 2682.38797128976 1922 24.1135004108647 12.0492075753957
rab marine sk marine allo S 10086.0950215802 5566 24.1135004108647 35.9627143348956
rab marine sr marine allo S 10189.2423832333 5602 24.1135004108647 12.6560282118309
rab marine sr white allo D 10189.2423832333 5602 24.1135004108647 12.6560282118309
rb stream al marine allo D 12366.0304217243 4699 91.3920533990718 19.5545455227529
rb stream bea lake allo D 2748.73108341931 2618 91.3920533990718 15.1764679280707
rb stream boot lake allo D 860.913796932891 688 91.3920533990718 7.46028713650605
rb stream boot stream allo S 860.913796932891 688 91.3920533990718 8.65079081347112
rb stream cl marine allo D 12674.3315479166 4601 91.3920533990718 1.3313493302831
rb stream cl white allo D 12674.3315479166 4601 91.3920533990718 1.3313493302831
rb stream constance lake allo D 20770.9960981584 8833 78.5126299343475 309.669173746895
rb stream constance stream allo S 20770.9960981584 8830 78.5126299343475 312.874383317611
rb stream cp marine allo D 12366.0304217243 4705 91.3920533990718 10.799793169396
rb stream denmark marine allo D 14624.7586026729 7957 78.5126299343475 6.47121154776159
rb stream geneva lake allo D 18874.7852630626 8806 78.5126299343475 276.805569090188
rb stream geneva stream allo S 18874.7852630626 8825 78.5126299343475 257.985717905614
rb stream hadsten lake allo D 14917.5344661897 8025 78.5126299343475 28.1229144248713
rb stream hald lake allo D 14642.3703745669 7997 78.5126299343475 50.825958263956
rb stream japan japansea allo D 9405.70492933837 6997 91.3920533990718 5.72190050170233
rb stream japan marine allo D 9405.70492933837 6997 91.3920533990718 5.72190050170233
rb stream joes lake allo D 954.844026498557 774 91.3920533990718 32.9738197627999
rb stream joes stream allo S 954.844026498557 775 91.3920533990718 34.6727935777415
rb stream litcampbell marine allo D 682.832433923418 553 91.3920533990718 3.72077939069441
rb stream ln marine allo D 12301.9844025522 4755 91.3920533990718 43.5627804024789
rb stream mariager marine allo D 14811.8160337705 7992 78.5126299343475 37.7902832024181
rb stream mh marine allo D 12419.9223911485 4731 91.3920533990718 23.2791620087163
rb stream mh white allo D 12419.9223911485 4731 91.3920533990718 23.2791620087163
rb stream misty lake allo D 964.176786405157 769 91.3920533990718 30.0015494521578
rb stream misty stream allo S 964.176786405157 770 91.3920533990718 30.2022449210771
rb stream mud lake allo D 2762.87953243933 2580 91.3920533990718 19.2616901263323
rb stream rab marine allo D 2762.87953243933 2574 91.3920533990718 24.1135004108647
rb stream res marine allo D 2604.84639924716 2508 91.3920533990718 5.94376668715504
rb stream roberts lake allo D 860.913796932891 700 91.3920533990718 10.2596107335627
rb stream roberts stream allo S 860.913796932891 701 91.3920533990718 12.0492075753957
rb stream sj marine allo D 14.79062694321 44 91.3920533990718 47.5330293943695
rb stream sk marine allo D 12316.7750294954 4747 91.3920533990718 35.9627143348956
rb stream sr marine allo D 12419.9223911485 4745 91.3920533990718 12.6560282118309
rb stream sr white allo D 12419.9223911485 4745 91.3920533990718 12.6560282118309
rb stream stl lake allo D 75.8209731546877 109 91.3920533990718 17.6082564970015
rb stream wc stream allo S 107.286285462845 138 91.3920533990718 20.2170101607027
res marine al marine allo S 9815.01379839294 5623 5.94376668715504 19.5545455227529
res marine boot lake allo D 2524.35483809759 1883 5.94376668715504 7.46028713650605
res marine boot stream allo D 2524.35483809759 1883 5.94376668715504 8.65079081347112
res marine cl marine allo S 10123.3149245853 5621 5.94376668715504 1.3313493302831
res marine cl white allo D 10123.3149245853 5621 5.94376668715504 1.3313493302831
res marine constance lake allo D 18180.0383247631 7913 5.83281857119578 309.669173746895
res marine constance stream allo D 18180.0383247631 7912 5.83281857119578 312.874383317611
res marine cp marine allo S 9815.01379839294 5624 5.94376668715504 10.799793169396
res marine denmark marine allo S 12033.8008292776 6914 5.83281857119578 6.47121154776159
res marine geneva lake allo D 16283.8274896673 7979 5.83281857119578 276.805569090188
res marine geneva stream allo D 16283.8274896673 7994 5.83281857119578 257.985717905614
res marine japan japansea allo D 6854.688306007 4685 5.94376668715504 5.72190050170233
res marine japan marine allo S 6854.688306007 4685 5.94376668715504 5.72190050170233
res marine joes lake allo D 1842.29623597455 1758 5.94376668715504 32.9738197627999
res marine joes stream allo D 1842.29623597455 1758 5.94376668715504 34.6727935777415
res marine litcampbell marine allo S 2346.27347508812 2092 5.94376668715504 3.72077939069441
res marine ln marine allo S 9750.96777922085 5641 5.94376668715504 43.5627804024789
res marine mh marine allo S 9868.90576781718 5655 5.94376668715504 23.2791620087163
res marine mh white allo D 9868.90576781718 5655 5.94376668715504 23.2791620087163
res marine misty lake allo D 1848.66394682117 1766 5.94376668715504 30.0015494521578
res marine misty stream allo D 1848.66394682117 1765 5.94376668715504 30.2022449210771
res marine roberts lake allo D 2524.35483809759 1874 5.94376668715504 10.2596107335627
res marine roberts stream allo D 2524.35483809759 1873 5.94376668715504 12.0492075753957
res marine sk marine allo S 9765.75840616406 5636 5.94376668715504 35.9627143348956
res marine sr marine allo S 9868.90576781718 5671 5.94376668715504 12.6560282118309
res marine sr white allo D 9868.90576781718 5671 5.94376668715504 12.6560282118309
roberts lake al marine allo D 12285.5388605747 4610 10.2596107335627 19.5545455227529
roberts lake cl marine allo D 12593.8399867671 4542 10.2596107335627 1.3313493302831
roberts lake cl white allo D 12593.8399867671 4542 10.2596107335627 1.3313493302831
roberts lake cp marine allo D 12285.5388605747 4614 10.2596107335627 10.799793169396
roberts lake ln marine allo D 12221.4928414026 4655 10.2596107335627 43.5627804024789
roberts lake mh marine allo D 12339.430829999 4643 10.2596107335627 23.2791620087163
roberts lake mh white allo D 12339.430829999 4643 10.2596107335627 23.2791620087163
roberts lake roberts stream para D NA 2 10.2596107335627 12.0492075753957
roberts lake sk marine allo D 12236.2834683458 4647 10.2596107335627 35.9627143348956
roberts lake sr marine allo D 12339.430829999 4658 10.2596107335627 12.6560282118309
roberts lake sr white allo D 12339.430829999 4658 10.2596107335627 12.6560282118309
roberts stream al marine allo D 12285.5388605747 4611 12.0492075753957 19.5545455227529
roberts stream cl marine allo D 12593.8399867671 4543 12.0492075753957 1.3313493302831
roberts stream cl white allo D 12593.8399867671 4543 12.0492075753957 1.3313493302831
roberts stream cp marine allo D 12285.5388605747 4615 12.0492075753957 10.799793169396
roberts stream ln marine allo D 12221.4928414026 4656 12.0492075753957 43.5627804024789
roberts stream mh marine allo D 12339.430829999 4644 12.0492075753957 23.2791620087163
roberts stream mh white allo D 12339.430829999 4644 12.0492075753957 23.2791620087163
roberts stream sk marine allo D 12236.2834683458 4648 12.0492075753957 35.9627143348956
roberts stream sr marine allo D 12339.430829999 4659 12.0492075753957 12.6560282118309
roberts stream sr white allo D 12339.430829999 4659 12.0492075753957 12.6560282118309
sj marine al marine allo S 12380.8210486675 4741 47.5330293943695 19.5545455227529
sj marine bea lake allo D 2763.52171036252 2599 47.5330293943695 15.1764679280707
sj marine boot lake allo D 875.704423876101 684 47.5330293943695 7.46028713650605
sj marine boot stream allo D 875.704423876101 683 47.5330293943695 8.65079081347112
sj marine cl marine allo S 12689.1221748598 4644 47.5330293943695 1.3313493302831
sj marine cl white allo D 12689.1221748598 4644 47.5330293943695 1.3313493302831
sj marine constance lake allo D 20770.9960981584 8859 36.9961931354866 309.669173746895
sj marine constance stream allo D 20770.9960981584 8857 36.9961931354866 312.874383317611
sj marine cp marine allo S 12380.8210486675 4747 47.5330293943695 10.799793169396
sj marine denmark marine allo S 14624.7586026729 7981 36.9961931354866 6.47121154776159
sj marine geneva lake allo D 18874.7852630626 8834 36.9961931354866 276.805569090188
sj marine geneva stream allo D 18874.7852630626 8852 36.9961931354866 257.985717905614
sj marine hadsten lake allo D 14917.5344661897 8048 36.9961931354866 28.1229144248713
sj marine hald lake allo D 14642.3703745669 8020 36.9961931354866 50.825958263956
sj marine japan japansea allo D 9420.49555628158 6964 47.5330293943695 5.72190050170233
sj marine japan marine allo S 9420.49555628158 6964 47.5330293943695 5.72190050170233
sj marine joes lake allo D 969.634653441767 763 47.5330293943695 32.9738197627999
sj marine joes stream allo D 969.634653441767 763 47.5330293943695 34.6727935777415
sj marine litcampbell marine allo S 697.623060866628 561 47.5330293943695 3.72077939069441
sj marine ln marine allo S 12316.7750294954 4797 47.5330293943695 43.5627804024789
sj marine mariager marine allo S 14811.8160337705 8015 36.9961931354866 37.7902832024181
sj marine mh marine allo S 12434.7130180917 4773 47.5330293943695 23.2791620087163
sj marine mh white allo D 12434.7130180917 4773 47.5330293943695 23.2791620087163
sj marine misty lake allo D 978.967413348367 758 47.5330293943695 30.0015494521578
sj marine misty stream allo D 978.967413348367 758 47.5330293943695 30.2022449210771
sj marine mud lake allo D 2777.67015938254 2561 47.5330293943695 19.2616901263323
sj marine rab marine allo S 2777.67015938254 2554 47.5330293943695 24.1135004108647
sj marine res marine allo S 2619.63702619037 2487 47.5330293943695 5.94376668715504
sj marine roberts lake allo D 875.704423876101 695 47.5330293943695 10.2596107335627
sj marine roberts stream allo D 875.704423876101 696 47.5330293943695 12.0492075753957
sj marine sk marine allo S 12331.5656564386 4788 47.5330293943695 35.9627143348956
sj marine sr marine allo S 12434.7130180917 4788 47.5330293943695 12.6560282118309
sj marine sr white allo D 12434.7130180917 4788 47.5330293943695 12.6560282118309
sj marine stl lake allo D 61.0384580176789 76 47.5330293943695 17.6082564970015
sj marine wc stream allo D 92.5118747016037 108 47.5330293943695 20.2170101607027
sk marine sr marine allo S 96.6596016168679 74 35.9627143348956 12.6560282118309
sk marine sr white allo D 96.6596016168679 74 35.9627143348956 12.6560282118309
sr marine sr white para D NA 0 12.6560282118309 12.6560282118309
stl lake al marine allo D 12438.2295676641 4805 17.6082564970015 19.5545455227529
stl lake bea lake allo S 2820.93022935909 2631 17.6082564970015 15.1764679280707
stl lake boot lake allo S 933.178120911234 740 17.6082564970015 7.46028713650605
stl lake boot stream allo D 933.178120911234 739 17.6082564970015 8.65079081347112
stl lake cl marine allo D 12746.5306938564 4706 17.6082564970015 1.3313493302831
stl lake cl white allo D 12746.5306938564 4706 17.6082564970015 1.3313493302831
stl lake constance lake allo S 20802.4213596943 8935 19.1340202386015 309.669173746895
stl lake constance stream allo D 20802.4213596943 8933 19.1340202386015 312.874383317611
stl lake cp marine allo D 12438.2295676641 4811 17.6082564970015 10.799793169396
stl lake denmark marine allo D 14656.1838642088 8056 19.1340202386015 6.47121154776159
stl lake geneva lake allo S 18906.2105245986 8909 19.1340202386015 276.805569090188
stl lake geneva stream allo D 18906.2105245986 8928 19.1340202386015 257.985717905614
stl lake hadsten lake allo S 14948.9597277257 8123 19.1340202386015 28.1229144248713
stl lake hald lake allo S 14673.7956361028 8095 19.1340202386015 50.825958263956
stl lake japan japansea allo D 9477.90407527815 6966 17.6082564970015 5.72190050170233
stl lake japan marine allo D 9477.90407527815 6966 17.6082564970015 5.72190050170233
stl lake joes lake allo S 1027.04317243834 810 17.6082564970015 32.9738197627999
stl lake joes stream allo D 1027.04317243834 810 17.6082564970015 34.6727935777415
